run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
280116Madag05AD05_ACAGTG_L005_R1	1	2.80e+00	Clostero_RdRp	2.00e-03	52.4	63 / 126	1	NC_007340.1|Tomato chlorosis virus segment RNA 1, complete sequence	taxid:67754|Crinivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag05AD05_ACAGTG_L005_R1	2	4.20e+00	Poty_RdRp	2.20e-02	43.5	69 / 127	1	NC_002509.2|Turnip mosaic virus, complete genome	taxid:12230|Potyvirus|Potyviridae|Patatavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag05AD05_ACAGTG_L005_R1	3	9.30e+00	Hepe-Virga_RdRp	2.00e-01	47.8	69 / 139	1	NC_033222.1|Hubei virga-like virus 17 strain QTM23703 RdRp and hypothetical protein genes, complete cds	taxid:1923332|Riboviria	2024-06-28
280116Madag05AD05_ACAGTG_L005_R2	4	2.90e+00	Reo_RdRp	1.10e-01	57.7	78 / 126	1	NC_055534.1|Apple rubbery wood virus 2 isolate R12 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds	taxid:2164103|Rubodvirus prosserense|Rubodvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag05AD05_ACAGTG_L005_R2	2	8.60e+00	Hepe-Virga_RdRp	2.00e-01	47.8	69 / 134	1	NC_033222.1|Hubei virga-like virus 17 strain QTM23703 RdRp and hypothetical protein genes, complete cds	taxid:1923332|Riboviria	2024-06-28
280116Madag05AD05_ACAGTG_L005_R2	1	9.50e+00	Narna-Levi_RdRp	9.90e-01	80.0	30 / 126	1	NC_043082.1|Helleborus mosaic virus replicase polyprotein gene, partial cds; and triple gene block protein 1, triple gene block protein 2, triple gene block protein 3, capsid protein, and putative nucleic acid binding protein genes, complete cds	taxid:592207|Carlavirus|Quinvirinae|Betaflexiviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R1	1	8.80e-03	Clostero_RdRp	6.63e-20	81.0	126 / 126	1	NC_040614.1|Nephila clavipes virus 4 isolate SC, complete genome	taxid:2108201|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R1	1	3.70e+00	New-Yanvirus_RdRp	2.00e-01	34.5	87 / 126	1	NC_032782.1|Hubei tombus-like virus 7 strain WHBL69243 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923294|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R1	1	8.90e+00	Narna-Levi_RdRp	2.00e-01	39.1	69 / 126	1	NC_055400.1|Mona Grita virus strain SP0260-PA-2014 segment M, complete sequence	taxid:2559111|Phlebovirus monagritaense|Phlebovirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R2	1	1.80e+00	Hepe-Virga_RdRp	4.12e-18	86.8	114 / 126	1	NC_040614.1|Nephila clavipes virus 4 isolate SC, complete genome	taxid:2108201|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R2	1	6.70e+00	Hepe-Virga_RdRp	7.80e-02	48.0	75 / 126	1	NC_033222.1|Hubei virga-like virus 17 strain QTM23703 RdRp and hypothetical protein genes, complete cds	taxid:1923332|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R2	1	7.30e+00	Narna-Levi_RdRp	5.20e-01	68.8	48 / 126	1	NC_043687.1|Zegla virus isolate BT5012 segment L RNA-dependent RNA polymerase gene, complete cds	taxid:2303488|Orthobunyavirus patoisense|Orthobunyavirus|Peribunyaviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R2	1	7.80e+00	NidoAstro_RdRp	9.90e-02	34.5	87 / 126	1	NC_078349.1|Bogoria virus strain SP105-KE-2016 segment M, complete sequence	taxid:2767007|Phlebovirus bogoriaense|Phlebovirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
280116Madag06AD06_GCCAAT_L005_R2	2	9.80e+00	Reo_RdRp	1.10e-01	57.7	78 / 126	1	NC_055534.1|Apple rubbery wood virus 2 isolate R12 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds	taxid:2164103|Rubodvirus prosserense|Rubodvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	77	3.80e-04	Negative_Bunya-Arena_RdRp	9.00e-25	78.2	165 / 179	7	NC_039220.1|Thiafora virus isolate AnD 11411 RNA-dependent RNA polymerase gene, complete cds	taxid:3052537|Orthonairovirus|Nairoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	242	1.00e-03	Negative_Bunya-Arena_RdRp	2.13e-33	84.1	207 / 211	4	NC_029124.1|Tofla virus viral cRNA, complete genome, segment: L	taxid:1615758|Orthonairovirus japonicum|Orthonairovirus|Nairoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	2	1.10e-03	Picorna-Calici_RdRp	1.16e-14	78.8	99 / 101	2	NC_040820.1|Blackbird arilivirus, complete genome	taxid:2099352|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	1	2.10e-03	Partiti-Picobirna_RdRp	2.57e-04	46.7	90 / 101	1	NC_033447.1|Wuhan Millipede virus 4 strain GCM8225 segment Seg 1 RdRp gene, complete cds	taxid:1923689|Riboviria	2024-06-28
Tx00205.S5388.1	2	5.60e-03	Hepe-Virga_RdRp	3.52e-20	86.5	111 / 113	1	NC_076569.1|Bat hepatitis E virus isolate Bat Rf-HEV/Shanxi2013 nonstructural polyprotein, capsid protein, and hypothetical protein genes, complete cds	taxid:1216472|Chirohepevirus eptesici|Chirohepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	1	1.30e-02	Hepe-Virga_RdRp	3.82e-13	75.8	99 / 100	1	NC_076565.1|Paslahepevirus balayani isolate AlgSwe2012, partial genome	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	2	3.50e-01	Negative_Bunya-Arena_RdRp	7.78e-18	87.9	99 / 125	1	NC_005301.3|Crimean-Congo hemorrhagic fever virus segment L, complete sequence	taxid:3052518|Orthonairovirus|Nairoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	1	1.20e+00	Picorna-Calici_RdRp	1.60e-10	72.7	99 / 101	1	NC_025474.1|Crohivirus A gene for polyprotein, complete cds, strain: ZM54	taxid:2169853|Crohivirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	1	2.60e+00	Poty_RdRp	3.53e-08	66.7	90 / 101	1	NC_032752.1|Hubei picorna-like virus 47 strain WHYY21982 hypothetical protein gene, complete cds	taxid:1923128|Riboviria	2024-06-28
Tx00205.S5388.1	2	2.90e+00	Negative_Bunya-Arena_RdRp	1.26e-19	97.0	99 / 101	1	NC_040512.1|Great Saltee virus strain RML 59972-6 segment L, complete sequence	taxid:1810946|Orthonairovirus bushkeyense|Orthonairovirus|Nairoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00205.S5388.1	4	3.60e+00	Negative_Mono-Chu_RdRp	8.03e-16	100.0	99 / 100	2	NC_025352.1|Mojiang virus isolate Tongguan1, complete genome	taxid:1474807|Henipavirus mojiangense|Henipavirus|Orthoparamyxovirinae|Paramyxoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00232.S5388.1	15	7.70e-03	Negative_Mono-Chu_RdRp	1.07e-25	84.3	153 / 154	5	NC_025352.1|Mojiang virus isolate Tongguan1, complete genome	taxid:1474807|Henipavirus mojiangense|Henipavirus|Orthoparamyxovirinae|Paramyxoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00232.S5388.1	1	5.80e-01	Negative_Mono-Chu_RdRp	5.71e-14	100.0	81 / 83	1	NC_001607.1|Borna disease virus 1, complete sequence	taxid:1714621|Orthobornavirus bornaense|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00232.S5388.1	4	6.90e-01	Negative_Mono-Chu_RdRp	7.21e-16	89.2	111 / 115	1	NC_025386.1|Salem virus, complete genome	taxid:120499|Salemvirus salemense|Salemvirus|Orthoparamyxovirinae|Paramyxoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
Tx00232.S5388.1	1	3.50e+00	Negative_Bunya-Arena_RdRp	6.00e-03	57.1	63 / 75	1	NC_079057.1|Toyo virus IM-OI100 RdRp gene for RNA-dependent RNA polymerase, partial cds	taxid:2874031|Uukuvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L001_R1_001	1	2.00e+00	Negative_Mono-Chu_RdRp	1.60e-06	70.8	72 / 75	1	NC_055169.1|Wuhan sharpbelly bornavirus strain DSYS4497 nucleoprotein gene, partial cds; and hypothetical protein, glycoprotein, hypothetical protein, and L protein genes, complete cds	taxid:2116489|Cultervirus hemicultri|Cultervirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L001_R1_001	1	7.30e+00	Negative_Mono-Chu_RdRp	9.96e-09	84.0	75 / 76	1	NC_024778.1|Loveridges garter snake virus 1 strain 251327, complete genome	taxid:1881951|Orthobornavirus elapsoideae|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L001_R2_001	3	1.10e+00	Negative_Mono-Chu_RdRp	8.95e-12	80.0	90 / 93	1	NC_055169.1|Wuhan sharpbelly bornavirus strain DSYS4497 nucleoprotein gene, partial cds; and hypothetical protein, glycoprotein, hypothetical protein, and L protein genes, complete cds	taxid:2116489|Cultervirus hemicultri|Cultervirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L001_R2_001	1	5.60e+00	Negative_Mono-Chu_RdRp	8.50e-07	94.7	57 / 76	1	NC_001607.1|Borna disease virus 1, complete sequence	taxid:1714621|Orthobornavirus bornaense|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L002_R1_001	1	2.10e+00	Negative_Bunya-Arena_RdRp	2.20e-02	63.2	57 / 76	1	NC_018136.1|SFTS virus HB29 segment L, complete genome	taxid:992212|Bandavirus dabieense|Bandavirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L002_R1_001	1	6.70e+00	Negative_Mono-Chu_RdRp	8.50e-07	94.7	57 / 76	1	NC_001607.1|Borna disease virus 1, complete sequence	taxid:1714621|Orthobornavirus bornaense|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L002_R1_001	1	8.30e+00	Negative_Mono-Chu_RdRp	1.76e-08	87.0	69 / 74	1	NC_024778.1|Loveridges garter snake virus 1 strain 251327, complete genome	taxid:1881951|Orthobornavirus elapsoideae|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L002_R2_001	2	6.00e-01	Negative_Mono-Chu_RdRp	3.54e-08	83.3	72 / 82	1	NC_039190.1|Parrot bornavirus 5 strain 2014-A, partial genome	taxid:1884879|Orthobornavirus betapsittaciforme|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
ZCMV15187_S4_L002_R2_001	1	3.20e+00	Negative_Mono-Chu_RdRp	7.85e-06	60.0	75 / 76	1	NC_001607.1|Borna disease virus 1, complete sequence	taxid:1714621|Orthobornavirus bornaense|Orthobornavirus|Bornaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-06-28
