run_id	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
M22_S18_R1_001	M22_S18_R1_001_cap3_Contig-11	54	0.012	75.000000	16	acc:YP_010229228|large delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R1_001	M22_S18_R1_001_cap3_Contig-12	53	0.042	70.588000	17	acc:YP_010229228|large delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R1_001	M22_S18_R1_001_cap3_Contig-13	53	0.35	70.588000	17	acc:YP_010229228|large delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-1	167	1.31e-22	90.741000	54	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-2	121	0.003	83.333000	18	acc:NP_077804|delta antigen [Hepatitis delta virus]	taxid:12475|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-3	107	4.62e-16	94.118000	34	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-4	77	0.001	90.000000	20	acc:YP_010229231|small delta antigen [hepatitis D virus 2]	taxid:2847174|Deltavirus japanense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-5	61	1.1	69.231000	13	acc:YP_009777851|Mitochondrial DNA-directed RNA polymerase (RPO41) [uncultured phage MedDCM-OCT-S46-C10]	taxid:2741074|Foussvirus S46C10|Foussvirus|Autographiviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-6	59	0.020	86.667000	15	acc:YP_009553278|delta antigen [Snake deltavirus F18-5]	taxid:2419666|Daletvirus boae|Daletvirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-7	57	1.3	92.308000	13	acc:YP_010229230|large delta antigen [hepatitis D virus 2]	taxid:2847174|Deltavirus japanense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-9	55	3.1	60.000000	15	acc:YP_010667457|hypothetical protein PQB86_gp278 [Klebsiella phage Miami]	taxid:2767581|Miamivirus miami|Miamivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-10	55	1.6	76.471000	17	acc:YP_009553278|delta antigen [Snake deltavirus F18-5]	taxid:2419666|Daletvirus boae|Daletvirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-11	55	0.025	83.333000	18	acc:NP_597693|large delta antigen [Hepatitis delta virus]	taxid:12475|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-13	55	1.0	92.308000	13	acc:YP_010229230|large delta antigen [hepatitis D virus 2]	taxid:2847174|Deltavirus japanense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-14	54	0.007	94.118000	17	acc:YP_010796945|large HD antigen [Hepatitis delta virus]	taxid:12475|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-15	54	0.003	100.000000	17	acc:YP_010796945|large HD antigen [Hepatitis delta virus]	taxid:12475|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-16	54	0.008	86.667000	15	acc:NP_077804|delta antigen [Hepatitis delta virus]	taxid:12475|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-17	53	0.006	87.500000	16	acc:YP_010229231|small delta antigen [hepatitis D virus 2]	taxid:2847174|Deltavirus japanense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-18	53	0.004	87.500000	16	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-19	53	1.51e-04	94.118000	17	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-20	53	5.5	58.333000	12	acc:YP_009841146|hypothetical protein HWB86_gp009 [Streptomyces phage Yaboi]	taxid:2301621|Streptomyces virus Yaboi|Karimacvirus|Boydwoodruffvirinae|Stanwilliamsviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-21	53	0.003	82.353000	17	acc:YP_010229228|large delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-22	53	6.94e-04	88.235000	17	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-23	53	0.33	91.667000	12	acc:YP_010229228|large delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-24	52	0.002	93.750000	16	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-25	52	0.024	86.667000	15	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-26	52	0.009	86.667000	15	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-27	52	0.002	93.750000	16	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
M22_S18_R2_001	M22_S18_R2_001_cap3_Contig-28	52	0.009	93.333000	15	acc:YP_010229229|small delta antigen [hepatitis D virus 1]	taxid:2847173|Deltavirus italiense|Deltavirus|Kolmioviridae|Ribozyviria	2024-06-13
