run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag01AD01_ATCACG_L005_R1	3	8.30e-01	NCLDV_packATPase	8.00e-12	52.9	153 / 156	1	NC_005362.1|Lactobacillus johnsonii NCC 533, complete sequence	taxid:257314|Lactobacillus|Lactobacillaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	1.20e+00	Herpes_POLcore	4.91e-09	58.5	123 / 126	1	NC_028094.1|Chrysochromulina ericina virus isolate CeV-01B, complete genome	taxid:455364|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	3.20e+00	Herpes_POLcore	6.80e-02	57.7	78 / 126	1	NC_027707.1|Salmon gill poxvirus, complete genome	taxid:1680908|Salmon gillpox virus|Salmonpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	4.20e+00	MeML54_mcp	1.80e-01	39.3	84 / 126	1	NC_003038.1|Invertebrate iridescent virus 6, complete genome	taxid:176652|Iridovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	32	5.00e+00	NCLDV_packATPase	6.96e-05	44.4	108 / 150	2	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	5	6.10e+00	NCLDV_packATPase	1.92e-14	60.0	150 / 152	1	NZ_CP007800.1|Bacillus subtilis subsp. subtilis str. JH642 substr. AG174 strain JH642 chromosome, complete genome	taxid:1232554|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	18	6.30e+00	NCLDV_packATPase	5.32e-05	47.1	102 / 139	3	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	3	6.40e+00	NCLDV_packATPase	1.19e-08	48.9	141 / 143	1	NC_077067.1|Fadolivirus 1 strain FV1/VV64, partial genome	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	14	6.80e+00	NCLDV_packATPase	9.00e-03	41.7	108 / 180	1	NC_007296.2|Streptococcus pyogenes MGAS6180, complete sequence	taxid:319701|Streptococcus|Streptococcaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	6.90e+00	NCLDV_packATPase	4.19e-07	67.7	93 / 126	1	CP011102.1|Listeria weihenstephanensis strain WS 4560, complete genome	taxid:1633782|Listeria|Listeriaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	7.20e+00	NCLDV_packATPase	7.40e-07	55.6	108 / 126	1	NC_017451.1|Haemophilus influenzae R2866, complete sequence	taxid:262728|Haemophilus|Pasteurellaceae|Pasteurellales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	9.20e+00	Herpes_POLcore	5.29e-06	41.5	123 / 126	1	NC_024696.1|Elephant endotheliotropic herpesvirus 5 strain Vijay, complete genome	taxid:768738|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	1	9.30e+00	NCLDV_packATPase	3.27e-13	65.9	123 / 126	1	NC_055230.1|Akhmeta virus isolate Akhmeta_2013-88, complete genome	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R1	19	9.40e+00	NCLDV_packATPase	9.40e-02	48.1	81 / 149	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	87	8.30e-19	NCLDV_ssuRiboReduc	8.77e-169	79.1	906 / 967	1	NC_015960.1|Yoka poxvirus, complete genome	taxid:1076255|Centapoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	3.60e-12	Herpes_POLcore	2.43e-13	70.0	120 / 126	1	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	3	3.50e-11	Herpes_POLcore	1.74e-10	56.5	138 / 164	1	NC_076509.1|Caprine alphaherpesvirus 1 strain JSHA1405, complete genome	taxid:39944|Varicellovirus caprinealpha1|Varicellovirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	2	1.60e-10	Herpes_POLcore	8.30e-13	55.2	174 / 181	1	NC_028110.1|Yellowstone lake phycodnavirus 2 DNA, complete genome, isolate: 2	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	2.40e-10	NCLDV_ssuRiboReduc	3.92e-15	75.0	120 / 126	1	NC_030656.1|Pteropox virus strain Australia, complete genome	taxid:1873698|Pteropopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	5	4.20e-10	NCLDV_ssuRiboReduc	1.70e-23	77.4	159 / 160	2	NC_008518.1|Trichoplusia ni ascovirus 2c, complete genome	taxid:328615|Ascovirus|Ascoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	3	2.60e-06	Herpes_POLcore	2.43e-09	62.9	105 / 158	1	NC_077039.1|Elephant endotheliotropic herpesvirus 3A isolate Nyah NAP97, partial genome	taxid:1329409|Elephant endotheliotropic herpesvirus 3|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	2.00e-04	Herpes_POLcore	9.38e-14	80.0	105 / 126	1	NC_040612.1|Cherax quadricarinatus iridovirus strain CQIV-CN01, complete genome	taxid:2035708|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	2.20e-02	Herpes_POLcore	3.09e-04	43.2	111 / 126	1	NC_038553.1|Heterosigma akashiwo virus 01 isolate HaV53, complete genome	taxid:97195|Raphidovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	15	2.20e-01	NCLDV_packATPase	1.77e-05	37.2	129 / 159	2	CP139039.1|Escherichia coli MP1 chromosome, complete genome	taxid:2746235|Escherichia|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	6	6.70e-01	NCLDV_packATPase	3.92e-11	54.3	138 / 147	2	CP019649.1|Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,5,12:i:- strain TW-Stm6 chromosome, complete genome	taxid:2007304|Salmonella|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	21	7.60e-01	NCLDV_packATPase	1.22e-12	62.5	144 / 163	2	CP029707.1|Pseudomonas aeruginosa strain K34-7 chromosome, complete genome	taxid:2213009|Pseudomonas|Pseudomonadaceae|Pseudomonadales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	1.10e+00	Herpes_POLcore	1.10e-07	52.5	120 / 126	1	NC_013288.1|Ostreococcus tauri virus 1 complete genome	taxid:642926|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	6	1.30e+00	NCLDV_packATPase	1.50e-02	50.0	90 / 164	1	NC_075368.1|Moumouvirus australiensis isolate 10A, complete genome	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	1.60e+00	Herpes_POLcore	3.60e-02	50.0	96 / 126	1	NC_077218.1|Daphnia iridovirus 1 genome assembly, chromosome: 1	taxid:2849721|Daphniairidovirus tvaerminne|Daphniairidovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	4	2.40e+00	NCLDV_packATPase	2.43e-09	58.1	129 / 142	1	NC_002976.3|Staphylococcus epidermidis RP62A, complete sequence	taxid:176279|Staphylococcus|Staphylococcaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	6	3.30e+00	NCLDV_packATPase	2.25e-08	53.7	123 / 126	2	NC_077067.1|Fadolivirus 1 strain FV1/VV64, partial genome	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	33	3.50e+00	NCLDV_packATPase	1.51e-07	50.0	132 / 134	4	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	5.80e+00	NCLDV_packATPase	2.00e-03	53.8	78 / 126	1	NC_075036.1|Bodo saltans virus strain NG1, complete genome	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	14	6.10e+00	NCLDV_packATPase	3.92e-11	61.0	123 / 130	3	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	12	6.70e+00	NCLDV_packATPase	9.00e-03	41.7	108 / 180	1	NC_007296.2|Streptococcus pyogenes MGAS6180, complete sequence	taxid:319701|Streptococcus|Streptococcaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	3	6.70e+00	NCLDV_packATPase	8.26e-07	55.6	108 / 144	1	NC_017451.1|Haemophilus influenzae R2866, complete sequence	taxid:262728|Haemophilus|Pasteurellaceae|Pasteurellales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	2	6.80e+00	NCLDV_packATPase	3.51e-13	65.9	123 / 131	1	NC_055230.1|Akhmeta virus isolate Akhmeta_2013-88, complete genome	taxid:2200830|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	17	9.20e+00	NCLDV_packATPase	1.50e-01	48.1	81 / 176	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag01AD01_ATCACG_L005_R2	1	9.90e+00	Herpes_POLcore	1.37e-04	46.2	117 / 126	1	NC_029255.1|Myotis gammaherpesvirus 8 strain My-HV8/Myotis velifer incautus/USA/FCGHV/2011, partial genome	taxid:1780507|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	35	9.70e-19	NCLDV_ssuRiboReduc	4.19e-129	82.9	666 / 685	3	NC_008518.1|Trichoplusia ni ascovirus 2c, complete genome	taxid:328615|Ascovirus|Ascoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	13	2.60e-18	NCLDV_ssuRiboReduc	4.66e-84	77.6	483 / 492	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	10	1.40e-10	NCLDV_ssuRiboReduc	1.15e-45	79.2	288 / 292	1	NC_035460.1|Eptesipox virus strain Washington, complete genome	taxid:1329402|Vespertilionpoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	1	1.60e-08	Herpes_POLcore	4.97e-10	66.7	99 / 126	1	FN429076.1|Emiliania huxleyi virus 99B1 draft genome sequence	taxid:187397|Coccolithovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	1	4.30e-08	MeML23_mcp	7.40e-07	51.2	123 / 126	1	NC_015780.1|Wiseana iridescent virus, complete genome	taxid:68347|Invertebrate iridescent virus 9|Chloriridovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	2	4.80e-08	Herpes_POLcore	8.67e-09	51.1	141 / 148	1	NC_028891.1|Hawaiian green turtle herpesvirus thymidine kinase (UL23), membrane-associated protein (UL24), minor capsid protein (UL25), capsid maturation protease (UL26), virion scaffolding protein (UL26.5), virion membrane glycoprotein B (gB), DNA cleavage/packaging protein (UL28), single-stranded DNA-binding protein (UL29), DNA polymerase catalytic subunit (pol), nuclear phosphoprotein (UL31), DNA cleavage/packaging (UL32), DNA cleavage/packaging protein (UL33), membrane-associated phosphoprotein (UL34), and basic phosphorylated capsid protein (UL35) genes, complete cds; and very large tegument protein (UL36) gene, partial cds	taxid:70564|Scutavirus chelonidalpha5|Scutavirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	2	1.80e-06	Herpes_POLcore	2.43e-09	62.9	105 / 151	1	NC_077039.1|Elephant endotheliotropic herpesvirus 3A isolate Nyah NAP97, partial genome	taxid:1329409|Elephant endotheliotropic herpesvirus 3|Proboscivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	3	5.00e-05	Herpes_POLcore	1.19e-17	66.7	153 / 178	1	NC_006549.1|Singapore grouper iridovirus, complete genome	taxid:262968|Ranavirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	1	7.00e-02	Herpes_POLcore	2.87e-04	44.7	114 / 126	1	NC_013590.2|Felid herpesvirus 1 strain C-27, complete genome	taxid:10334|Varicellovirus felidalpha1|Varicellovirus|Alphaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	12	7.80e-02	NCLDV_packATPase	1.02e-10	60.0	135 / 150	2	NC_002976.3|Staphylococcus epidermidis RP62A, complete sequence	taxid:176279|Staphylococcus|Staphylococcaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	1	1.20e-01	Herpes_POLcore	9.39e-06	47.6	126 / 126	1	NC_014789.1|Ostreococcus tauri virus 2, complete genome	taxid:696472|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	4	6.10e-01	NCLDV_packATPase	8.00e-12	52.9	153 / 158	1	NC_005362.1|Lactobacillus johnsonii NCC 533, complete sequence	taxid:257314|Lactobacillus|Lactobacillaceae|Lactobacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	5	7.60e-01	NCLDV_packATPase	1.33e-09	69.4	108 / 126	3	CP029707.1|Pseudomonas aeruginosa strain K34-7 chromosome, complete genome	taxid:2213009|Pseudomonas|Pseudomonadaceae|Pseudomonadales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	3	1.20e+00	NCLDV_packATPase	1.60e-02	50.0	90 / 166	1	NC_075368.1|Moumouvirus australiensis isolate 10A, complete genome	taxid:2109587|Moumouvirus australiense|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	41	2.10e+00	NCLDV_packATPase	1.13e-04	44.4	108 / 193	2	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	5	5.10e+00	NCLDV_packATPase	6.83e-10	72.7	99 / 126	1	NC_024697.1|Aureococcus anophagefferens virus isolate BtV-01, complete genome	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	7	5.60e+00	NCLDV_packATPase	3.62e-14	59.2	147 / 151	1	NZ_CP007800.1|Bacillus subtilis subsp. subtilis str. JH642 substr. AG174 strain JH642 chromosome, complete genome	taxid:1232554|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	11	5.80e+00	NCLDV_packATPase	2.40e-02	60.9	69 / 162	2	NC_004722.1|Bacillus cereus ATCC 14579, complete sequence	taxid:226900|Bacillus cereus group|Bacillus|Bacillaceae|Bacillales|Bacilli|Bacillota|Bacteria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	2	5.90e+00	NCLDV_packATPase	3.34e-09	47.1	153 / 159	1	JF411744.1|Paramecium bursaria Chlorella virus 1 (PBCV-1), complete genome	taxid:10506|Chlorovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	1	7.70e+00	Herpes_POLcore	6.83e-06	55.6	108 / 126	1	NC_028110.1|Yellowstone lake phycodnavirus 2 DNA, complete genome, isolate: 2	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	2	7.80e+00	NCLDV_packATPase	2.25e-08	53.7	123 / 131	1	NC_077067.1|Fadolivirus 1 strain FV1/VV64, partial genome	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	17	8.40e+00	NCLDV_packATPase	1.30e-01	48.1	81 / 168	1	NC_036594.1|Orpheovirus IHUMI-LCC2 genome assembly, complete genome: monopartite	taxid:2023057|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-29
041215Madag02AD02_CGATGT_L005_R1	17	8.60e+00	NCLDV_packATPase	1.99e-05	37.2	129 / 162	1	CP139039.1|Escherichia coli MP1 chromosome, complete genome	taxid:2746235|Escherichia|Enterobacteriaceae|Enterobacterales|Gammaproteobacteria|Pseudomonadota|Bacteria	2024-06-29
