run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
13681-18_R2	2	1.40e-01	NCLDV_ssuRiboReduc	8.68e-05	94.1	51 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
18196-14_R2	2	6.50e+00	Herpes_POLcore	1.19e-04	100.0	48 / 51	1	NC_006146.1|Macacine herpesvirus 4, complete genome	taxid:45455|Lymphocryptovirus macacinegamma4|Lymphocryptovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-07
1854-09_R2	7	1.80e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 52	3	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
1854-09_R2	1	9.60e+00	NCLDV_ssuRiboReduc	3.00e-03	94.1	51 / 51	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
19434-15_R1	1	1.00e+00	NCLDV_ssuRiboReduc	2.00e-03	94.1	51 / 51	1	NC_030656.1|Pteropox virus strain Australia, complete genome	taxid:1873698|Pteropopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
19520-06_R1	2	1.20e-01	Herpes_POLcore	3.00e-03	87.5	48 / 51	2	FN429076.1|Emiliania huxleyi virus 99B1 draft genome sequence	taxid:187397|Coccolithovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
21925-14_R1	1	7.50e+00	Herpes_POLcore	7.00e-03	87.5	48 / 51	1	NC_003401.1|Macacine herpesvirus 5, genome	taxid:154334|Rhadinovirus macacinegamma5|Rhadinovirus|Gammaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-07
21925-14_R2	2	1.10e+00	NCLDV_ssuRiboReduc	5.00e-03	87.5	48 / 51	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
21925-14_R2	1	4.50e+00	NCLDV_ssuRiboReduc	1.40e-02	93.8	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
22968-15_R1	1	2.30e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
24487-11_R2	1	5.50e+00	NCLDV_ssuRiboReduc	5.00e-02	93.3	45 / 51	1	NC_019495.1|Cyprinid herpesvirus 2 strain ST-J1, complete genome	taxid:317878|Cyvirus cyprinidallo2|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-08
25068-17_R2	1	7.20e-01	NCLDV_ssuRiboReduc	3.00e-03	87.5	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
28679-13_R1	1	1.10e+00	NCLDV_ssuRiboReduc	3.00e-03	88.2	51 / 51	1	NC_077221.1|Prymnesium kappa virus genome assembly, chromosome: 1	taxid:1499987|Biavirus raunefjordenense|Biavirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
28679-13_R1	1	5.60e+00	NCLDV_ssuRiboReduc	2.00e-03	81.2	48 / 51	1	NC_027778.1|Scale drop disease virus isolate C4575, partial genome	taxid:1697349|Megalocytivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
28679-13_R2	5	4.20e-01	NCLDV_ssuRiboReduc	8.02e-04	93.8	48 / 51	3	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
28800-14_R1	1	1.70e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
29548-16_R2	2	1.90e-01	NCLDV_ssuRiboReduc	3.35e-05	100.0	51 / 54	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
29964-13_R2	1	6.80e-01	NCLDV_ssuRiboReduc	2.00e-03	93.8	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
29994-14_R1	1	4.60e+00	NCLDV_ssuRiboReduc	5.00e-03	88.2	51 / 51	1	NC_030656.1|Pteropox virus strain Australia, complete genome	taxid:1873698|Pteropopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
29994-14_R2	2	2.60e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
30022-14_R2	2	7.80e-01	NCLDV_ssuRiboReduc	2.00e-03	87.5	48 / 51	2	NC_013668.3|Anguillid herpesvirus 1, complete genome	taxid:150286|Cyvirus anguillidallo1|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-07
4034-12_R1	2	3.50e+00	NCLDV_ssuRiboReduc	2.44e-05	100.0	48 / 51	2	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
4034-12_R1	1	6.40e+00	NCLDV_ssuRiboReduc	2.00e-03	81.2	48 / 51	1	NC_027778.1|Scale drop disease virus isolate C4575, partial genome	taxid:1697349|Megalocytivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
4034-12_R2	2	1.20e+00	NCLDV_ssuRiboReduc	7.59e-04	100.0	51 / 51	2	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
4552-16_R2	2	3.90e+00	NCLDV_ssuRiboReduc	4.00e-01	81.2	48 / 51	1	NC_004105.1|Ectromelia virus, complete genome	taxid:12643|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
4771-14_R2	1	4.20e+00	NCLDV_ssuRiboReduc	1.00e-03	100.0	45 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
4995-18_R2	4	1.90e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
501-15_R2	1	2.50e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
501-15_R2	2	2.50e+00	NCLDV_ssuRiboReduc	3.60e-02	93.3	45 / 51	1	NC_003494.1|Infectious spleen and kidney necrosis virus, complete genome	taxid:180170|Megalocytivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
5045-17_R2	1	7.00e-01	NCLDV_ssuRiboReduc	2.00e-03	100.0	45 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
5728-14_R1	1	4.30e+00	Herpes_POLcore	3.60e-02	76.5	51 / 51	1	FN429076.1|Emiliania huxleyi virus 99B1 draft genome sequence	taxid:187397|Coccolithovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
5728-14_R2	3	6.10e-01	NCLDV_ssuRiboReduc	4.00e-03	87.5	48 / 51	1	NC_035797.1|Squirrelpox virus Berlin_2015, complete genome	taxid:2029293|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
5728-14_R2	1	1.50e+00	NCLDV_ssuRiboReduc	2.25e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
6071-18_R2	1	7.80e-01	NCLDV_ssuRiboReduc	2.00e-03	100.0	45 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
6745-15_R2	1	5.20e+00	NCLDV_ssuRiboReduc	4.00e-03	87.5	48 / 51	1	NC_021249.1|Choristoneura rosaceana entomopoxvirus 'L', complete genome	taxid:1293539|Choristoneura rosaceana entomopoxvirus|Betaentomopoxvirus|Entomopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
7140-13_R2	2	7.30e-01	NCLDV_ssuRiboReduc	2.00e-03	100.0	45 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-08
7958-09_R1	1	8.00e+00	NCLDV_ssuRiboReduc	4.00e-03	88.2	51 / 51	1	NC_001266.1|Rabbit fibroma virus, complete genome	taxid:10271|Leporipoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
8593-14_R2	2	3.40e+00	NCLDV_ssuRiboReduc	1.90e-02	93.8	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
8876-15_R2	1	4.50e+00	NCLDV_ssuRiboReduc	5.84e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
906-15_R2	1	6.30e-01	NCLDV_ssuRiboReduc	2.00e-03	100.0	45 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-07
