SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
ERR6565666	ERS7264865	ERP131027	Myodes glareolus	447135	8	5.20e-04	Astro-Poty_RdRp	1.97e-32	80.3	183 / 191	1	NC_018702.1|Murine astrovirus, complete genome	taxid:1141625|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
ERR6565666	ERS7264865	ERP131027	Myodes glareolus	447135	11	9.30e-04	Astro-Poty_RdRp	1.17e-28	61.3	225 / 230	1	NC_043096.1|Bottlenose dolphin astrovirus 1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds	taxid:645425|Mamastrovirus 7|Mamastrovirus|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
ERR6565666	ERS7264865	ERP131027	Myodes glareolus	447135	1	8.00e+00	NidoAstro_RdRp	3.01e-14	93.9	99 / 100	1	NC_001366.1|Theilovirus, complete genome	taxid:204711|Cardiovirus B|Cardiovirus|Caphthovirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
ERR6565666	ERS7264865	ERP131027	Myodes glareolus	447135	1	8.40e+00	Astro-Poty_RdRp	4.79e-11	80.6	93 / 100	1	NC_023674.1|Porcine astrovirus 2 strain 43/USA, complete genome	taxid:1105378|Mamastrovirus|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
ERR6565666	ERS7264865	ERP131027	Myodes glareolus	447135	4	8.40e+00	Picorna-Calici_RdRp	1.50e-01	52.4	63 / 106	1	NC_009448.2|Saffold virus, complete genome	taxid:434309|Cardiovirus B|Cardiovirus|Caphthovirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	5.90e-13	Tombus-Noda_RdRp	4.38e-28	90.0	150 / 151	2	NC_001504.1|Melon necrotic spot virus, genome	taxid:11987|Gammacarmovirus melonis|Gammacarmovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	1.80e-12	Luteo-Sobemo_RdRp	1.15e-14	68.9	135 / 141	1	NC_001696.2|Lucerne transient streak virus isolate LTSV-Can, complete genome	taxid:12470|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	129	5.30e-11	Tombus-Noda_RdRp	6.13e-48	53.6	252 / 432	8	NC_033063.1|Changjiang tombus-like virus 8 strain CJLX29920 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922822|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	351	1.10e-10	Tombus-Noda_RdRp	1.37e-65	51.4	537 / 724	7	NC_033161.1|Changjiang tombus-like virus 9 strain CJLX30737 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922823|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	243	1.20e-10	Tombus-Noda_RdRp	1.28e-115	72.8	738 / 739	16	NC_033433.1|Wenzhou tombus-like virus 3 strain WZFSL80503 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923673|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	43	4.20e-10	Tombus-Noda_RdRp	1.45e-96	73.5	588 / 589	3	NC_033052.1|Changjiang crawfish virus 7 strain CJLX29643 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922771|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	134	5.50e-10	Tombus-Noda_RdRp	1.10e-112	66.0	723 / 788	5	NC_033076.1|Changjiang tombus-like virus 4 strain CJLX30236 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922818|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	87	7.00e-10	Tombus-Noda_RdRp	6.42e-107	70.6	408 / 713	6	NC_033435.1|Wenzhou tombus-like virus 1 strain WZFSL78713 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923662|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	26	1.40e-09	Tombus-Noda_RdRp	2.26e-40	58.9	285 / 374	5	NC_032920.1|Shahe tombus-like virus 2 strain SHWC01c3797 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923456|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	263	2.20e-09	Tombus-Noda_RdRp	6.64e-175	96.9	771 / 774	39	|N/A		2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	1.10e-08	Tombus-Noda_RdRp	3.75e-08	63.9	108 / 116	1	NC_032951.1|Beihai tombus-like virus 8 strain BHZY60516 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922729|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	2.50e-08	Tombus-Noda_RdRp	4.32e-26	60.3	204 / 215	1	NC_004452.3|Beet black scorch virus, complete genome	taxid:196375|Betanecrovirus betae|Betanecrovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	14	2.70e-08	Tombus-Noda_RdRp	1.09e-26	59.0	234 / 241	3	NC_020469.1|Furcraea necrotic streak virus isolate Cauca, complete genome	taxid:676234|Macanavirus furcraeae|Macanavirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	4.90e-08	Luteo-Sobemo_RdRp	7.80e-14	73.5	102 / 112	1	NC_004346.1|Subterranean clover mottle virus, complete genome	taxid:12472|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	5.00e-08	Flavi_RdRp	1.35e-28	96.0	150 / 151	1	NC_076029.1|Bovine viral diarrhea virus 1-SD1 polyprotein gene, complete cds	taxid:31656|Pestivirus bovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	4	1.20e-07	Tombus-Noda_RdRp	3.92e-10	62.5	120 / 184	3	NC_032782.1|Hubei tombus-like virus 7 strain WHBL69243 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923294|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	2.20e-07	Luteo-Sobemo_RdRp	8.96e-13	61.2	147 / 151	1	NC_014509.2|Velvet tobacco mottle virus, complete genome	taxid:12473|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	2.60e-07	Tombus-Noda_RdRp	8.53e-25	75.4	171 / 176	2	NC_002187.1|Japanese iris necrotic ring virus, complete genome	taxid:77344|Betacarmovirus iridis|Betacarmovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	49	2.70e-07	Tombus-Noda_RdRp	8.54e-18	56.8	132 / 250	1	NC_033169.1|Changjiang tombus-like virus 5 strain CJLX42586 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922819|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	2.70e-07	Partiti-Picobirna_RdRp	6.02e-24	83.7	147 / 150	1	NC_033313.1|Hubei tetragnatha maxillosa virus 8 strain arthropodmix13417 segment Seg 1 RdRp gene, complete cds	taxid:1923250|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	3.10e-07	Tombus-Noda_RdRp	1.05e-20	48.8	246 / 255	1	NC_032853.1|Hubei tombus-like virus 12 strain WHBL71803 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923258|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	4.50e-07	Tombus-Noda_RdRp	2.55e-16	64.6	144 / 151	1	NC_021705.2|Thin paspalum asymptomatic virus strain 2005, complete genome	taxid:1352511|Panicovirus paspali|Panicovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	12	4.70e-07	New-Zhaovirus_RdRp	5.91e-12	62.5	120 / 235	3	NC_033175.1|Beihai zhaovirus-like virus 4 strain BHZY60633 polyprotein gene, complete cds	taxid:1922760|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	73	5.30e-07	Narna-Levi_RdRp	6.38e-45	93.5	231 / 231	4	NC_032835.1|Sanxia narna-like virus 1 strain SXXX35820 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1923360|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	4	5.40e-07	Tombus-Noda_RdRp	9.86e-09	53.7	123 / 135	2	NC_033439.1|Wenzhou tombus-like virus 5 strain WZFSL67420 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923675|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	5.90e-07	Tombus-Noda_RdRp	5.14e-18	64.6	144 / 150	2	NC_003821.3|Turnip crinkle virus, complete genome	taxid:11988|Betacarmovirus brassicae|Betacarmovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	1.00e-06	Picorna-Calici_RdRp	7.76e-18	72.3	141 / 150	1	NC_032939.1|Wenzhou picorna-like virus 33 strain WZFSL76563 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923619|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	1.70e-06	Tombus-Noda_RdRp	5.66e-14	72.5	120 / 130	3	NC_033199.1|Changjiang tombus-like virus 22 strain CJLX30074 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922816|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	7	1.80e-06	Tombus-Noda_RdRp	2.60e-24	66.7	180 / 247	2	NC_033142.1|Changjiang tombus-like virus 6 strain CJLX30707 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922820|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	10	2.30e-06	Narna-Levi_RdRp	3.31e-10	58.3	108 / 194	3	NC_032891.1|Hubei narna-like virus 9 strain WHBL72555 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1922962|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	32	3.80e-06	Tombus-Noda_RdRp	9.19e-43	78.8	255 / 257	6	NC_033042.1|Changjiang tombus-like virus 12 strain CJLX27860 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922805|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	22	3.90e-06	Narna-Levi_RdRp	2.13e-29	77.8	189 / 193	3	NC_032867.1|Hubei narna-like virus 12 strain SZmix21586 RNA-dependent RNA polymerase gene, complete cds	taxid:1922942|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	7	4.40e-06	Luteo-Sobemo_RdRp	4.11e-18	69.4	147 / 152	4	NC_032895.1|Beihai sobemo-like virus 25 strain BHZC34084 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922697|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	11	4.80e-06	Picorna-Calici_RdRp	4.27e-33	92.9	168 / 173	4	NC_032850.1|Changjiang crawfish virus 2 strain CJLX30764 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922766|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	8	6.50e-06	Picorna-Calici_RdRp	3.51e-12	59.1	132 / 152	2	NC_034568.1|Picorna-like virus AWando15, complete genome	taxid:1983535|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	4	1.40e-05	Tombus-Noda_RdRp	3.56e-25	86.0	150 / 151	4	NC_005817.1|Sclerophthora macrospora virus A RNA 1, complete sequence	taxid:191289|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	9	1.80e-05	Tombus-Noda_RdRp	1.09e-14	38.8	240 / 284	3	NC_032244.1|Beihai noda-like virus 5 strain HOU157766 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922487|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	27	1.90e-05	Tombus-Noda_RdRp	4.53e-52	57.4	408 / 423	3	NC_033139.1|Sanxia water strider virus 16 strain SXXX38069 hypothetical protein gene, complete cds	taxid:1923400|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	2.30e-05	Tombus-Noda_RdRp	1.72e-11	66.7	126 / 151	2	NC_033432.1|Wenzhou tombus-like virus 17 strain WZFSL82820 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923670|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	2.40e-05	Tombus-Noda_RdRp	9.71e-22	61.2	201 / 202	1	NC_033002.1|Changjiang tombus-like virus 18 strain CJLX21588 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922811|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	3.70e-05	Hepe-Virga_RdRp	6.62e-28	100.0	135 / 151	1	NC_001801.1|Cucumber green mottle mosaic virus, complete genome	taxid:12235|Tobamovirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	4	3.70e-05	Poty_RdRp	1.71e-07	45.8	144 / 164	1	NC_033718.1|Wuhan spider virus 3 strain spider133889 hypothetical protein gene, complete cds	taxid:1923752|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	3.80e-05	Tombus-Noda_RdRp	1.20e-13	56.4	165 / 175	1	NC_033008.1|Changjiang tombus-like virus 10 strain CJLX21891 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922803|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	4.10e-05	Picorna-Calici_RdRp	2.13e-25	72.1	183 / 190	2	NC_033720.1|Ubei picorna-like virus 3 strain WHCC101453 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923781|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	4.20e-05	Narna-Levi_RdRp	2.99e-10	54.0	150 / 151	1	NC_032470.1|Beihai narna-like virus 1 strain BWBFG61141 RNA-dependent RNA polymerase gene, complete cds	taxid:1922436|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	4.40e-05	Picorna-Calici_RdRp	7.76e-22	78.0	150 / 151	1	NC_001834.1|Drosophila C virus strain EB, complete genome	taxid:64279|Cripavirus drosophilae|Cripavirus|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	6	4.60e-05	Tombus-Noda_RdRp	4.38e-12	63.9	108 / 150	2	NC_003627.1|Maize chlorotic mottle virus genomic RNA, isolate KS1	taxid:12138|Machlomovirus zeae|Machlomovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	4.90e-05	Tombus-Noda_RdRp	1.35e-16	70.2	141 / 151	1	NC_001818.1|Galinsoga mosaic virus, complete genome	taxid:60714|Gallantivirus galinsogae|Gallantivirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	4	5.70e-05	Narna-Levi_RdRp	1.49e-18	46.8	231 / 238	3	NC_032460.1|Beihai narna-like virus 4 strain BHZY53599 RNA-dependent RNA polymerase gene, complete cds	taxid:1922456|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	6.50e-05	Hepe-Virga_RdRp	2.03e-27	100.0	144 / 151	1	NC_002792.2|Ribgrass mosaic virus, complete genome	taxid:51680|Tobamovirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	7.80e-05	Tombus-Noda_RdRp	5.76e-13	62.2	135 / 149	1	NC_033280.1|Hubei unio douglasiae virus 1 strain WHBL72336 RNA-dependent RNA polymerase and B2-like protein genes, complete cds	taxid:1923321|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	50	8.90e-05	Tombus-Noda_RdRp	5.66e-25	55.6	216 / 219	1	NC_033441.1|Wenzhou tombus-like virus 7 strain WZFSL44625 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923677|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	9.40e-05	Tombus-Noda_RdRp	3.70e-08	52.5	120 / 124	1	NC_003603.1|Groundnut rosette virus complete genome, strain MC1	taxid:47740|Umbravirus arachidis|Umbravirus|Calvusvirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	1.00e-04	Tombus-Noda_RdRp	1.07e-13	71.8	117 / 122	1	NC_033444.1|Wenzhou tombus-like virus 9 strain WZSLuoI85212 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923679|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	1.00e-04	Tombus-Noda_RdRp	1.36e-15	76.2	126 / 153	1	NC_033178.1|Sanxia tombus-like virus 1 strain SXXX36383 hypothetical protein 3, hypothetical protein 2, and hypothetical protein 1 genes, complete cds	taxid:1923385|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	1.10e-04	Narna-Levi_RdRp	6.38e-08	50.0	132 / 182	1	NC_032454.1|Beihai narna-like virus 12 strain BHZC35702 RNA-dependent RNA polymerase gene, complete cds	taxid:1922439|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	5	1.10e-04	Tombus-Noda_RdRp	9.10e-20	70.0	150 / 151	4	NC_033231.1|Hubei tombus-like virus 6 strain WGML12775 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923293|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	10	1.20e-04	Picorna-Calici_RdRp	2.18e-18	67.3	147 / 151	4	NC_032226.1|Beihai picorna-like virus 15 strain BHZY59344 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922557|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	1.20e-04	Picorna-Calici_RdRp	4.11e-14	53.1	147 / 151	1	NC_043519.1|Marine RNA virus SF-3 polyprotein gene, complete cds	taxid:1419327|Sanfarnavirus 3|Locarnavirus|Marnaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	1.50e-04	New-Zhaovirus_RdRp	2.15e-07	57.6	99 / 151	1	NC_033197.1|Wenling zhaovirus-like virus 1 strain WLJQ103300 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1923551|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	1.60e-04	Picorna-Calici_RdRp	2.51e-13	59.2	147 / 148	2	NC_032629.1|Beihai picorna-like virus 11 strain BHZY60905 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922538|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	3	1.70e-04	Picorna-Calici_RdRp	3.74e-18	73.9	138 / 151	2	NC_043518.1|Marine RNA virus SF-2 gp1 and gp2 genes, complete cds	taxid:1416631|Sanfarnavirus 2|Locarnavirus|Marnaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	11	1.70e-04	Picorna-Calici_RdRp	7.00e-28	83.9	168 / 171	2	NC_032606.1|Beihai picorna-like virus 48 strain BHZC37443 hypothetical protein gene, complete cds	taxid:1922592|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	1.70e-04	Luteo-Sobemo_RdRp	1.05e-06	59.3	81 / 150	1	NC_032191.1|Hubei sobemo-like virus 47 strain spider133229 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923235|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	7	2.00e-04	Tombus-Noda_RdRp	5.19e-05	44.0	150 / 245	1	NC_033263.1|Hubei tombus-like virus 43 strain WGML146568 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923291|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	2.10e-04	Narna-Levi_RdRp	3.00e-10	64.9	111 / 129	1	NC_033702.1|Wuhan spider virus 7 strain spider133569 RNA-dependent RNA polymerase gene, complete cds	taxid:1923756|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	2	2.20e-04	Tombus-Noda_RdRp	4.05e-19	64.6	144 / 149	2	NC_033191.1|Changjiang tombus-like virus 11 strain CJLX30677 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922804|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	1	2.60e-04	Luteo-Sobemo_RdRp	6.63e-08	42.6	141 / 151	1	NC_027198.1|Rottboellia yellow mottle virus culture-collection DSM:PV-0496, complete genome	taxid:1432563|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-20
SRR12324611	SRS7089795	SRP273560	Bos taurus	9913	9	2.70e-04	Narna-Levi_RdRp	2.18e-14	62.0	150 / 151	5	NC_032416.1|Beihai narna-like virus 14 strain BHJP52694 RNA-dependent RNA polymerase gene, complete cds	taxid:1922441|Riboviria	2024-08-20
