SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	4.80e-03	Narna-Levi_RdRp	1.25e-07	50.0	102 / 150	1	NC_076791.1|Plasmopara viticola lesion associated ourmia-like virus 61 isolate DMG-A_34540 RNA dependent RNA polymerase (QKR67_gp1) gene, complete cds	taxid:2686533|Botoulivirus zetaplasmoparae|Botoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	4	9.80e-03	Luteo-Sobemo_RdRp	1.76e-20	53.8	195 / 207	1	NC_032795.1|Hubei tetragnatha maxillosa virus 1 strain arthropodmix23158 hypothetical protein gene, complete cds	taxid:1923243|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	2	1.90e-02	Picorna-Calici_RdRp	4.45e-07	47.7	132 / 153	1	NC_032600.1|Beihai picorna-like virus 79 strain BHBJDX18844 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922626|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	8	2.10e-02	Hepe-Virga_RdRp	4.92e-12	30.1	279 / 295	1	NC_003672.1|Peanut clump virus RNA 1, complete sequence	taxid:28355|Pecluvirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	2	2.60e-02	Negative_Bunya-Arena_RdRp	8.27e-24	88.0	150 / 150	2	NC_078579.1|Penicillium discovirus strain St. Louis Primary Isolate segment L, complete sequence	taxid:2185132|Orthodiscovirus missouriense|Orthodiscovirus|Discoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	8.50e-02	Narna-Levi_RdRp	1.40e-12	95.5	66 / 150	1	NC_076809.1|Plasmopara viticola lesion associated ourmia-like virus 80 isolate DMS10_21607 RNA dependent RNA polymerase (QKR85_gp1) gene, complete cds	taxid:2686554|Deltascleroulivirus betaplasmoparae|Deltascleroulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	3	1.20e-01	Tombus-Noda_RdRp	7.76e-18	70.8	144 / 150	2	NC_001278.1|Diaporthe ambigua RNA virus 1, complete genome	taxid:111470|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	4	4.70e-01	Picorna-Calici_RdRp	5.57e-19	56.2	192 / 201	1	NC_032952.1|Shahe heteroptera virus 1 strain SHWC13624 hypothetical protein gene, complete cds	taxid:1923417|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	5.40e-01	Poty_RdRp	4.45e-23	80.0	150 / 150	1	NC_002548.1|Acute bee paralysis virus, complete genome	taxid:92444|Aparavirus apisacutum|Aparavirus|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	2	8.00e-01	Tymo_RdRp	3.24e-27	85.7	147 / 150	2	NC_032423.1|Bastrovirus/VietNam/Porcine/17489_85 non-structural polyprotein and structural polyprotein genes, complete cds	taxid:1906173|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	1.30e+00	Partiti-Picobirna_RdRp	1.23e-16	62.5	144 / 150	1	NC_034161.1|Otarine picobirnavirus isolate HKG-PF080915 segment 2, complete sequence	taxid:1187973|Picobirnavirus|Picobirnaviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	1.40e+00	Hepe-Virga_RdRp	5.17e-04	42.9	126 / 150	1	NC_032798.1|Shahe endorna-like virus 1 strain SHWC0209c12790 hypothetical protein gene, complete cds	taxid:1923414|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	4	2.10e+00	Tombus-Noda_RdRp	2.97e-06	43.2	132 / 164	1	NC_005849.1|Parietaria mottle virus RNA 2, complete genome	taxid:64958|Ilarvirus|Bromoviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	2	3.40e+00	Clostero_RdRp	1.00e-03	51.7	87 / 166	1	NC_016962.1|Bebaru virus, complete genome	taxid:59305|Alphavirus|Togaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	4.70e+00	NidoAstro_RdRp	5.10e-02	52.2	69 / 150	1	NC_003760.1|Rice dwarf virus segment 7, complete sequence	taxid:10991|Phytoreovirus|Sedoreoviridae|Reovirales|Resentoviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	4.80e+00	Picorna-Calici_RdRp	5.33e-08	60.9	69 / 150	1	NC_033460.1|Wuhan insect virus 11 strain CJLX30623 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923715|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	7.20e+00	Partiti-Picobirna_RdRp	5.13e-26	85.7	147 / 150	1	NC_010349.1|Botryotinia fuckeliana partitivirus 1, complete segment 1, genomic RNA	taxid:425010|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	2	7.80e+00	Bromo_RdRp	9.90e-02	38.5	117 / 160	1	NC_003723.1|Potato mop-top virus RNA 1, complete sequence	taxid:37128|Pomovirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12572674	SRS7308984	SRP279765	Sus scrofa	9823	1	9.40e+00	Amalga_RdRp	9.02e-11	67.6	102 / 150	1	NC_040757.1|Aspergillus fumigatus partitivirus 2 segment 1, complete sequence	taxid:2250452|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	5	1.90e-11	Endorna_RdRp	2.88e-17	50.0	174 / 248	1	NC_031449.1|Ceratobasidium endornavirus D isolate Murdoch-4 polyprotein gene, complete cds	taxid:1908808|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	4	1.10e-07	Hepe-Virga_RdRp	9.71e-07	48.8	129 / 228	1	NC_008365.1|Streptocarpus flower break virus, complete genome	taxid:335187|Tobamovirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	30	3.00e-06	Tombus-Noda_RdRp	1.74e-58	56.4	447 / 655	1	NC_033734.1|Xinzhou nematode virus 7 strain XZSJSC65582 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923775|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	6	3.00e-06	Hepe-Virga_RdRp	7.88e-22	58.6	210 / 212	1	NC_022619.1|Rhizoctonia cerealis endornavirus 1, complete genome	taxid:1408133|Alphaendornavirus|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	12	1.20e-05	Negative_Bunya-Arena_RdRp	2.10e-10	51.9	156 / 181	5	NC_028466.3|Botrytis cinerea negative-stranded RNA virus 1 RdRp gene for RNA dependent RNA polymerase, isolate HAZ3-9	taxid:1629671|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	3.90e-05	Partiti-Picobirna_RdRp	4.11e-06	82.6	69 / 151	1	NC_032133.1|Beihai barnacle virus 13 strain BHTH16173 segment Seg 1 RdRp gene, complete cds	taxid:1922357|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	1.20e-04	Tombus-Noda_RdRp	2.15e-11	81.8	99 / 151	1	|N/A		2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	1.50e-04	Toti-Chryso_RdRp	6.64e-23	60.0	210 / 217	1	NC_003824.1|Trichomonas vaginalis virus, complete genome	taxid:29256|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	6	6.40e-04	Endorna_RdRp	2.30e-14	32.2	270 / 303	1	NC_032798.1|Shahe endorna-like virus 1 strain SHWC0209c12790 hypothetical protein gene, complete cds	taxid:1923414|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	4	9.40e-04	Endorna_RdRp	8.61e-12	41.8	201 / 205	1	NC_039216.1|Bell pepper endornavirus isolate Penol, complete genome	taxid:354328|Alphaendornavirus|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	6	1.30e-03	Toti-Chryso_RdRp	1.25e-16	55.9	102 / 279	1	NC_004034.1|Trichomonas vaginalis virus 3, complete genome	taxid:170965|Trichomonasvirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	9.70e-03	Narna-Levi_RdRp	9.88e-06	38.8	147 / 160	1	NC_055058.1|Leviviridae sp. isolate AVE007 maturation gene, partial cds	taxid:2027243|Fiersviridae|Norzivirales|Leviviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	3.50e-02	Narna-Levi_RdRp	9.10e-20	74.0	150 / 151	1	NC_076348.1|Aspergillus neoniger ourmia-like virus 1 strain AnOlv1CBS 115656, complete genome	taxid:2501288|Aspergillus penoulivirus|Penoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	5.10e-02	Narna-Levi_RdRp	1.66e-06	53.1	96 / 151	1	NC_076529.1|Humulus lupulus mitovirus 1 strain HuluMV1-Karahanasou RNA-dependent RNA polymerase (RdRp) gene, complete cds	taxid:2080461|Duamitovirus hulu1|Duamitovirus|Mitoviridae|Cryppavirales|Howeltoviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	6.50e-02	Partiti-Picobirna_RdRp	1.85e-04	71.4	63 / 166	1	NC_033447.1|Wuhan Millipede virus 4 strain GCM8225 segment Seg 1 RdRp gene, complete cds	taxid:1923689|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	1.60e-01	Toti-Chryso_RdRp	4.74e-17	74.4	129 / 151	1	NC_032954.1|Hubei toti-like virus 5 strain WHSWHC37547 hypothetical protein gene, complete cds	taxid:1923316|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	2.20e-01	Narna-Levi_RdRp	1.61e-14	49.3	201 / 212	1	NC_076830.1|Botrytis cinerea ourmia-like virus 5 isolate BCI5_DN19, complete genome	taxid:2735955|Deltascleroulivirus botrytidis|Deltascleroulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	4.20e-01	Narna-Levi_RdRp	2.85e-23	90.0	150 / 151	1	NC_076805.1|Plasmopara viticola lesion associated ourmia-like virus 76 isolate DMS2_8134 RNA dependent RNA polymerase (QKR81_gp1) gene, complete cds	taxid:2686549|Scleroulivirus omicronplasmoparae|Scleroulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	4.50e-01	Toti-Chryso_RdRp	2.99e-14	55.1	147 / 151	1	NC_033468.1|Wuhan insect virus 27 strain WHZM10130 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923731|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	6.00e-01	Narna-Levi_RdRp	5.65e-14	66.7	126 / 151	1	NC_076179.1|Pyricularia oryzae ourmia-like virus 1 PoOLV1 genomic RNA, complete sequence	taxid:2291940|Pyricularia penoulivirus|Penoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	1.10e+00	Toti-Chryso_RdRp	5.14e-23	69.8	189 / 196	1	NC_001641.1|Saccharomyces cerevisiae virus L-BC (La), complete genome	taxid:42478|Saccharomyces cerevisiae virus LBCLa|Totivirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	1.10e+00	Partiti-Picobirna_RdRp	4.11e-14	54.3	138 / 151	1	NC_078098.1|Picobirnavirus Equ3 segment 2, complete sequence	taxid:1673646|Picobirnavirus|Picobirnaviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	1.90e+00	Narna-Levi_RdRp	8.27e-16	65.3	147 / 151	1	NC_076748.1|Plasmopara viticola lesion associated ourmia-like virus 13 isolate DMG-A_34860 RNA dependent RNA polymerase (QKR23_gp1) gene, complete cds	taxid:2686480|Magoulivirus iotaplasmoparae|Magoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	3.60e+00	Narna-Levi_RdRp	3.36e-11	56.2	144 / 151	1	NC_076872.1|Macrophomina phaseolina ourmia-like virus 3 RNA-dependent RNA polymerase (QKS50_gp1) gene, complete cds	taxid:2741646|Penoulivirus macrophominae|Penoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	1	3.60e+00	Negative_Bunya-Arena_RdRp	3.80e-01	47.6	63 / 151	1	NC_024120.1|Megrivirus A2 strain LY, complete genome	taxid:2902768|Megrivirus A|Megrivirus|Kodimesavirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	11	4.90e+00	Endorna_RdRp	4.60e-02	41.7	108 / 196	1	NC_003400.1|Scallion virus X, complete genome	taxid:445435|Potexvirus|Alphaflexiviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12709638	SRS7424870	SRP285342	Rattus	10114	2	7.70e+00	Narna-Levi_RdRp	4.76e-24	90.0	150 / 152	1	NC_076815.1|Plasmopara viticola lesion associated ourmia-like virus 87 isolate DMS6_41719 RNA dependent RNA polymerase (QKR91_gp1) gene, complete cds	taxid:2686561|Penoulivirus epsilonplasmoparae|Penoulivirus|Botourmiaviridae|Ourlivirales|Miaviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	3.60e-07	Tombus-Noda_RdRp	1.07e-21	90.2	123 / 126	1	NC_040549.1|Apple-associated luteovirus isolate A68, complete genome	taxid:2054409|Luteovirus|Regressovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	9.30e-06	Negative_Bunya-Arena_RdRp	2.37e-07	60.6	99 / 126	1	NC_043045.1|Cumuto virus strain TR7904 segment L, complete sequence	taxid:1457166|Goukovirus cumutoense|Goukovirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	2.00e-05	Tombus-Noda_RdRp	1.36e-08	84.6	78 / 94	1	NC_032768.1|Hubei tombus-like virus 9 strain WHBL63242 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923296|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	3.70e-05	Tombus-Noda_RdRp	4.15e-10	84.0	75 / 87	1	NC_033076.1|Changjiang tombus-like virus 4 strain CJLX30236 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1922818|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	3	2.20e-04	Tombus-Noda_RdRp	9.87e-17	73.2	123 / 126	3	NC_033231.1|Hubei tombus-like virus 6 strain WGML12775 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923293|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	6	3.00e-04	Tombus-Noda_RdRp	2.88e-11	72.7	99 / 128	4	|N/A		2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	1.80e-02	Luteo-Sobemo_RdRp	6.00e-03	80.0	60 / 66	1	NC_004060.2|Southern bean mosaic virus isolate Sao Paulo, complete genome	taxid:12139|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	3.30e-02	Luteo-Sobemo_RdRp	7.19e-05	52.9	102 / 126	1	NC_032254.1|Hubei sobemo-like virus 22 strain ZCM21279 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923208|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	6.50e-02	Tombus-Noda_RdRp	3.52e-08	71.4	84 / 126	1	NC_033439.1|Wenzhou tombus-like virus 5 strain WZFSL67420 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923675|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	7.40e-02	Narna-Levi_RdRp	3.00e-06	51.4	111 / 126	1	NC_076571.1|Hymenoscyphus fraxineus mitovirus 1 isolate c402_C436_revcomp RNA-dependent RNA polymerase (RdRp) gene, complete cds	taxid:1564031|Unuamitovirus hyfr1|Unuamitovirus|Mitoviridae|Cryppavirales|Howeltoviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	1.00e-01	Narna-Levi_RdRp	4.83e-04	51.7	87 / 126	1	NC_033144.1|Wenzhou narna-like virus 7 strain WZFSL82100 RNA-dependent RNA polymerase gene, complete cds	taxid:1923582|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	1.00e-01	Tombus-Noda_RdRp	4.13e-04	66.7	72 / 89	1	NC_032443.1|Shahe isopoda virus 5 strain SHWC0209c16708 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	taxid:1923425|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	2.70e-01	Tombus-Noda_RdRp	6.14e-11	63.9	108 / 115	1	NC_001818.1|Galinsoga mosaic virus, complete genome	taxid:60714|Gallantivirus galinsogae|Gallantivirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	5.30e-01	Tombus-Noda_RdRp	3.57e-04	93.3	45 / 51	1	NC_003535.1|Cowpea mottle virus, complete genome	taxid:12627|Gammacarmovirus vignae|Gammacarmovirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	7.10e-01	Tombus-Noda_RdRp	5.00e-03	92.9	42 / 50	1	NC_003633.1|Oat chlorotic stunt virus, complete genome	taxid:146762|Avenavirus avenae|Avenavirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	1.50e+00	Tombus-Noda_RdRp	1.37e-08	72.4	87 / 89	1	NC_027710.2|Opium poppy mosaic virus isolate PHEL5235, complete genome	taxid:473784|Umbravirus papaveri|Umbravirus|Calvusvirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	1.50e+00	Tombus-Noda_RdRp	1.00e-03	75.0	60 / 92	1	NC_033427.1|Wenzhou tombus-like virus 6 strain WZFSL85189 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923676|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	1.80e+00	Toti-Chryso_RdRp	8.90e-02	52.4	63 / 100	1	NC_033001.1|Wenzhou picorna-like virus 37 strain WZSBei69579 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923623|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	2	2.00e+00	Tombus-Noda_RdRp	8.43e-11	59.5	111 / 126	1	NC_033170.1|Sanxia tombus-like virus 3 strain SXXX37381 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923387|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	3.30e+00	Narna-Levi_RdRp	3.80e-01	47.6	63 / 121	1	NC_001472.1|Human enterovirus B, complete genome	taxid:138949|Enterovirus|Ensavirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747321	SRS7453503	SRP285899	Capreolus capreolus	9858	1	3.60e+00	Hepe-Virga_RdRp	2.20e-02	52.0	75 / 85	1	NC_001836.1|Little cherry virus 1, complete genome	taxid:217686|Velarivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747362	SRS7453564	SRP285899	Capreolus capreolus	9858	28	1.70e-08	Tymo_RdRp	8.58e-79	99.2	360 / 362	3	NC_003820.1|White clover mosaic virus, complete genome	taxid:12188|Potexvirus|Alphaflexiviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-02
SRR12747362	SRS7453564	SRP285899	Capreolus capreolus	9858	1	2.70e-06	Astro-Poty_RdRp	2.56e-20	80.5	123 / 126	1	NC_018702.1|Murine astrovirus, complete genome	taxid:1141625|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-02
