run_id	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-11	1718	3.99e-36	39.831000	236	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-12	1646	1.51e-34	36.441000	236	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-13	1523	3.10e-58	43.089000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-14	1520	3.28e-58	42.276000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-15	1483	2.26e-45	41.532000	248	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-16	1407	4.84e-58	43.172000	227	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-17	1359	2.79e-04	40.000000	75	acc:YP_010671643|hypothetical protein PQC19_gp54 [Pseudomonas phage Itty13]	taxid:2805750|Ittyvirus itty13|Ittyvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-18	1338	1.97e-57	39.689000	257	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-19	1327	2.69e-36	38.865000	229	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-20	1293	6.90e-13	30.319000	188	acc:YP_009665063|cell division protein [Micromonas pusilla virus SP1]	taxid:373996|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-21	1279	3.14e-54	33.333000	348	acc:YP_010803170|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-22	1170	5.49e-19	34.973000	183	acc:YP_010803136|HrpA-like RNA helicase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-23	1162	1.81e-54	40.928000	237	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-24	1059	1.28e-48	42.254000	213	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-25	1021	1.12e-13	32.444000	225	acc:YP_010678996|cell division protein [Pseudomonas phage vB_PaeM_PA5oct]	taxid:2163605|Wroclawvirus PA5oct|Wroclawvirus|Arenbergviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-26	728	1.81e-35	41.327000	196	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-27	663	2.77e-10	32.877000	146	acc:YP_009352742|ATP-dependent protease La Type I [Kaumoebavirus]	taxid:1859492|Viruses	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-28	557	8.85e-21	59.701000	67	acc:YP_007354262|DnaJ-like protein [Acanthamoeba polyphaga moumouvirus]	taxid:1269028|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-29	537	0.98	21.000000	100	acc:YP_010783690|putative DNA repair ATPase SbcC [Tetraselmis virus 1]	taxid:2060617|Oceanusvirus kaneohense|Oceanusvirus|Allomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-30	410	9.26e-39	53.125000	128	acc:YP_009015381|clamp loader of DNA polymerase [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-31	345	6.45e-25	42.609000	115	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-32	340	0.31	27.907000	86	acc:YP_009553214|orf1ab [Aplysia californica nido-like virus]	taxid:2283236|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-33	330	5.11e-19	56.944000	72	acc:YP_010777173|DnaJ-like protein [Acanthamoeba polyphaga mimivirus]	taxid:212035|Mimivirus bradfordmassiliense|Mimivirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-34	275	3.24e-11	41.429000	70	acc:YP_010788950|AAA family ATPase [Megavirus baoshan]	taxid:2496520|Megavirus baoshanense|Megavirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-35	204	2.11e-04	65.385000	26	acc:YP_010347850|cell division protein [Pseudomonas phage Psa21]	taxid:2530023|Tepukevirus Psa21|Tepukevirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-36	184	0.082	54.167000	24	acc:YP_010742701|DNA helicase or translocase [Bacillus phage 0105phi7-2]	taxid:3025408|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R1	041215Madag01AD01_ATCACG_L005_R1_cap3_Contig-37	181	8.02e-05	46.512000	43	acc:YP_010803200|HrpA-like RNA helicase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-1	2885	5.72e-109	42.699000	452	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-2	2794	4.87e-97	38.557000	485	acc:YP_009015561|gp258 [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-3	2697	5.50e-10	30.323000	155	acc:YP_009098779|ATPase [Caulobacter phage Cr30]	taxid:1357714|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-4	2490	4.43e-04	27.778000	144	acc:YP_010651731|ATPase [Streptomyces phage Faust]	taxid:2767565|Faustvirus faust|Faustvirus|Loccivirinae|Stanwilliamsviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-5	2220	1.48e-51	41.102000	236	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-6	1942	1.46e-48	34.400000	375	acc:YP_010803170|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-7	1881	1.82e-36	37.165000	261	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-8	1761	2.75e-18	25.344000	363	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-9	1742	4.34e-14	43.902000	82	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-10	1511	3.53e-58	42.276000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-11	1492	2.54e-45	41.532000	248	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-12	1482	0.017	44.444000	54	acc:YP_010671643|hypothetical protein PQC19_gp54 [Pseudomonas phage Itty13]	taxid:2805750|Ittyvirus itty13|Ittyvirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-13	1399	4.37e-58	43.172000	227	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-14	1363	1.70e-57	39.689000	257	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-15	1214	3.06e-60	32.494000	397	acc:YP_009052120|putative lon protease [Aureococcus anophagefferens virus]	taxid:1474867|Kratosvirus quantuckense|Kratosvirus|Schizomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-16	1154	6.68e-86	43.769000	329	acc:YP_009342207|AAA+ ATPase predicted domain [Lymphocystis disease virus Sa]	taxid:1898060|Lymphocystivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-17	1129	8.55e-36	36.441000	236	acc:YP_004061441|hypothetical protein BpV1_011c [Bathycoccus sp. RCC1105 virus BpV1]	taxid:880159|Bathycoccus sp. RCC1105 virus BpV|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-18	1081	1.02e-59	43.089000	246	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-19	1045	2.34e-04	32.308000	130	acc:YP_010803136|HrpA-like RNA helicase [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-20	996	1.41e-43	33.876000	307	acc:NP_077658|EsV-1-173 [Ectocarpus siliculosus virus 1]	taxid:37665|Phaeovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-21	968	5.38e-14	32.444000	225	acc:YP_010678996|cell division protein [Pseudomonas phage vB_PaeM_PA5oct]	taxid:2163605|Wroclawvirus PA5oct|Wroclawvirus|Arenbergviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-22	765	2.10e-32	35.814000	215	acc:YP_010803170|DnaJ chaperone protein [Fadolivirus algeromassiliense]	taxid:3060017|Fadolivirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-23	507	0.76	21.000000	100	acc:YP_010783690|putative DNA repair ATPase SbcC [Tetraselmis virus 1]	taxid:2060617|Oceanusvirus kaneohense|Oceanusvirus|Allomimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-24	414	1.62e-17	56.522000	69	acc:YP_003969759|putative DnaJ/Hsp40 [Cafeteria roenbergensis virus BV-PW1]	taxid:693272|Rheavirus sinusmexicani|Rheavirus|Aliimimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-25	373	4.51e-21	59.701000	67	acc:YP_007354262|DnaJ-like protein [Acanthamoeba polyphaga moumouvirus]	taxid:1269028|Moumouvirus|Megamimivirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-26	352	3.59e-12	38.043000	92	acc:YP_010778137|Vesicular-fusion ATPase [Bodo saltans virus]	taxid:2024608|Theiavirus salishense|Theiavirus|Klosneuvirinae|Mimiviridae|Imitervirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-27	261	4.70e-13	43.478000	69	acc:YP_009015381|clamp loader of DNA polymerase [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-28	177	0.096	54.167000	24	acc:YP_010742701|DNA helicase or translocase [Bacillus phage 0105phi7-2]	taxid:3025408|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag01AD01_ATCACG_L005_R2	041215Madag01AD01_ATCACG_L005_R2_cap3_Contig-29	148	4.03e-11	58.333000	48	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-1	3224	1.25e-50	41.102000	236	acc:YP_008052571|ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]	taxid:251749|Prymnesiovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-2	3151	0.0	46.419000	726	acc:YP_009342207|AAA+ ATPase predicted domain [Lymphocystis disease virus Sa]	taxid:1898060|Lymphocystivirus|Alphairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-3	2764	5.33e-18	25.344000	363	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-4	2636	1.83e-97	38.557000	485	acc:YP_009015561|gp258 [Bacillus phage G]	taxid:2884420|Donellivirus gee|Donellivirus|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-5	2422	5.36e-10	30.323000	155	acc:YP_009098779|ATPase [Caulobacter phage Cr30]	taxid:1357714|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-6	2188	8.33e-46	33.143000	350	acc:NP_077658|EsV-1-173 [Ectocarpus siliculosus virus 1]	taxid:37665|Phaeovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-7	2019	2.00e-04	27.586000	145	acc:YP_010651731|ATPase [Streptomyces phage Faust]	taxid:2767565|Faustvirus faust|Faustvirus|Loccivirinae|Stanwilliamsviridae|Caudoviricetes|Uroviricota|Heunggongvirae|Duplodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	041215Madag02AD02_CGATGT_L005_R1_cap3_Contig-8	1940	5.22e-14	43.902000	82	acc:YP_009174434|putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	taxid:1586715|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-30
