run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
041215Madag02AD02_CGATGT_L005_R1	1	3.40e+00	Polyoma_LTag	1.50e-07	53.7	123 / 126	1	NC_004764.2|Budgerigar fledgling disease virus - 1, complete genome	taxid:133789|Gammapolyomavirus avis|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	5	4.90e+00	Circo_Rep	3.69e-04	51.9	81 / 155	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	1	6.10e+00	Circo_Rep	8.00e-03	75.0	36 / 126	1	NC_025707.1|Bacillariodnavirus LDMD-2013, complete genome	taxid:1379694|Seawadnavirus kuhtahan|Seawadnavirus|Bacilladnaviridae|Baphyvirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	1	6.20e+00	Polyoma_LTag	2.68e-04	61.9	63 / 126	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R1	4	8.70e+00	Circo_Rep	1.40e-02	40.0	90 / 134	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R2	452	4.30e-02	Circo_Rep	3.56e-26	73.0	189 / 196	33	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag02AD02_CGATGT_L005_R2	9	1.10e+00	Polyoma_LTag	3.99e-06	48.7	117 / 176	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R2	1	2.90e+00	Circo_Rep	8.00e-03	75.0	36 / 126	1	NC_025707.1|Bacillariodnavirus LDMD-2013, complete genome	taxid:1379694|Seawadnavirus kuhtahan|Seawadnavirus|Bacilladnaviridae|Baphyvirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R2	10	4.70e+00	Circo_Rep	5.44e-04	51.9	81 / 174	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag02AD02_CGATGT_L005_R2	5	6.30e+00	Circo_Rep	1.30e-02	40.0	90 / 133	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R1	377	5.90e-02	Circo_Rep	5.33e-18	75.0	144 / 161	44	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R1	4	8.40e-01	Polyoma_LTag	3.12e-06	48.7	117 / 162	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R1	12	9.70e-01	Circo_Rep	1.50e-02	40.0	90 / 145	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R1	4	4.70e+00	Circo_Rep	3.78e-04	51.9	81 / 160	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	364	6.60e-02	Circo_Rep	1.30e-21	73.6	159 / 167	41	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	8	7.60e-01	Polyoma_LTag	3.75e-06	48.7	117 / 174	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	12	2.80e+00	Circo_Rep	2.20e-02	40.0	90 / 157	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	1	4.60e+00	Parvo_NS1	3.00e-03	52.0	75 / 126	1	NC_040787.1|Molossus molossus papillomavirus 1 isolate MmoPV1_MF, complete genome	taxid:1959848|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	9	4.80e+00	Circo_Rep	5.52e-04	51.9	81 / 173	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag03AD03_TTAGGC_L005_R2	1	6.70e+00	Circo_Rep	4.50e-01	61.1	54 / 126	1	NC_028045.1|Tadarida brasiliensis circovirus 1, complete genome	taxid:2003309|Circovirus bastao|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	345	6.00e-02	Parvo_NS1	3.37e-24	71.7	180 / 183	33	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	12	8.60e-01	Polyoma_LTag	3.99e-06	48.7	117 / 176	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	3	3.90e+00	Polyoma_LTag	6.74e-04	61.9	63 / 153	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	1	4.20e+00	Parvo_NS1	3.00e-03	52.0	75 / 126	1	NC_040787.1|Molossus molossus papillomavirus 1 isolate MmoPV1_MF, complete genome	taxid:1959848|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	7	4.30e+00	Circo_Rep	5.44e-04	51.9	81 / 174	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	1	5.10e+00	Circo_Rep	5.40e-02	52.6	57 / 126	1	NC_033744.1|Avon-Heathcote estuary associated bacilladnavirus isolate AHEaBavV1, complete genome	taxid:1941437|Kieseladnavirus ampcren|Kieseladnavirus|Bacilladnaviridae|Baphyvirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	4	5.20e+00	Circo_Rep	1.80e-02	40.0	90 / 146	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	1	5.60e+00	Parvo_NS1	4.00e-03	59.1	66 / 126	1	NC_000883.2|Human parvovirus B19, complete genome	taxid:10798|Erythroparvovirus primate1|Erythroparvovirus|Parvovirinae|Parvoviridae|Piccovirales|Quintoviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R1	2	9.40e+00	Polyoma_LTag	1.44e-05	39.5	129 / 138	1	NC_007923.1|Finch polyomavirus, complete genome	taxid:349564|Gammapolyomavirus pypyrrhula|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	335	5.50e-02	Parvo_NS1	2.09e-18	75.5	147 / 180	37	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	11	7.70e-01	Polyoma_LTag	8.53e-04	44.8	87 / 154	1	NC_019851.1|Macaca fascicularis polyomavirus 1, complete genome	taxid:1236398|Alphapolyomavirus macacae|Alphapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	2	3.90e+00	Polyoma_LTag	2.68e-04	61.9	63 / 131	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	6	4.20e+00	Circo_Rep	4.49e-04	51.9	81 / 171	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag04AD04_TGACCA_L005_R2	6	7.70e+00	Circo_Rep	2.20e-02	40.0	90 / 158	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	588	1.50e-01	Parvo_NS1	3.29e-23	71.2	177 / 182	41	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	7	8.60e-01	Polyoma_LTag	3.42e-06	48.7	117 / 169	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	2	4.30e+00	Polyoma_LTag	3.35e-04	61.9	63 / 135	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	6	4.80e+00	Circo_Rep	4.18e-04	51.9	81 / 160	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R1	5	5.80e+00	Circo_Rep	2.30e-02	40.0	90 / 159	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	592	2.50e-01	Parvo_NS1	1.70e-22	70.7	174 / 177	40	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	13	6.90e-01	Polyoma_LTag	3.08e-06	48.7	117 / 163	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	8	1.90e+00	Circo_Rep	2.40e-02	40.0	90 / 161	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	5	2.90e+00	Polyoma_LTag	6.74e-04	61.9	63 / 152	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	1	4.60e+00	Circo_Rep	2.00e-01	54.5	66 / 126	1	NC_028045.1|Tadarida brasiliensis circovirus 1, complete genome	taxid:2003309|Circovirus bastao|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	9	4.70e+00	Circo_Rep	6.00e-04	51.9	81 / 173	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag05AD05_ACAGTG_L005_R2	2	7.80e+00	Parvo_NS1	5.80e-02	61.1	54 / 130	1	NC_040787.1|Molossus molossus papillomavirus 1 isolate MmoPV1_MF, complete genome	taxid:1959848|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	14	3.20e-02	Polyoma_LTag	1.98e-06	53.1	96 / 126	2	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	432	2.90e-01	Parvo_NS1	1.89e-18	75.5	147 / 175	39	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	1	2.90e+00	Polyoma_LTag	3.62e-04	61.9	63 / 126	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	17	3.50e+00	Circo_Rep	2.40e-02	40.0	90 / 162	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	11	3.90e+00	Circo_Rep	4.45e-04	51.9	81 / 169	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R1	1	7.00e+00	Circo_Rep	1.10e-01	45.2	93 / 126	1	NC_026244.1|Giant guitarfish polyomavirus 1 isolate UGA1, complete genome	taxid:2170102|Etapolyomavirus rhyndjiddensis|Etapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	472	7.20e-02	Parvo_NS1	1.57e-23	71.2	177 / 180	43	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	17	7.20e-01	Polyoma_LTag	3.99e-06	48.7	117 / 176	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	2	3.50e+00	Polyoma_LTag	4.53e-04	61.9	63 / 140	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	14	3.80e+00	Circo_Rep	4.16e-04	51.9	81 / 160	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	16	3.80e+00	Circo_Rep	2.30e-02	40.0	90 / 161	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	1	4.60e+00	Parvo_NS1	3.00e-03	52.0	75 / 126	1	NC_040787.1|Molossus molossus papillomavirus 1 isolate MmoPV1_MF, complete genome	taxid:1959848|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
041215Madag06AD06_GCCAAT_L005_R2	1	7.30e+00	Papilloma_E1	3.00e-03	50.0	78 / 126	1	NC_016013.1|Morelia spilota papillomavirus 1 isolate Zurich 2009, complete genome	taxid:1081054|Dyomupapillomavirus 1|Dyomupapillomavirus|Firstpapillomavirinae|Papillomaviridae|Zurhausenvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R1	330	4.20e-02	Circo_Rep	2.65e-19	72.9	144 / 151	36	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
280116Madag01AD01_ATCACG_L005_R1	8	9.30e-01	Polyoma_LTag	3.87e-06	48.7	117 / 171	1	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R1	8	2.00e+00	Circo_Rep	2.20e-02	40.0	90 / 156	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R1	7	3.90e+00	Circo_Rep	4.24e-04	51.9	81 / 166	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	308	8.20e-02	Circo_Rep	1.45e-22	73.2	168 / 179	34	CP110845.1|Mutant Streptomyces sp. Je 1-4 4N24_ara, complete genome	taxid:1170705|Streptomyces|Streptomycetaceae|Kitasatosporales|Actinomycetes|Actinomycetota|Bacteria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	10	1.20e+00	Polyoma_LTag	6.33e-07	60.6	99 / 126	3	NC_023008.1|Butcherbird polyomavirus isolate AWH19840, complete genome	taxid:1394033|Gammapolyomavirus cratorquatus|Gammapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	5	2.70e+00	Circo_Rep	1.50e-02	40.0	90 / 151	1	NC_055153.1|Rodent associated circovirus 6 isolate RtAd-CV/SAX2015, partial genome	taxid:3052120|Circovirus|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	4	4.50e+00	Circo_Rep	3.60e-04	51.9	81 / 161	1	NC_030466.1|Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome	taxid:1676184|Circoviridae|Cirlivirales|Arfiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	1	9.30e+00	Polyoma_LTag	1.98e-04	58.3	72 / 126	1	NC_055559.1|Canis lupus polyomavirus 1 isolate 8472, complete genome	taxid:2170403|Deltapolyomavirus|Polyomaviridae|Sepolyvirales|Papovaviricetes|Cossaviricota|Shotokuvirae|Monodnaviria	2024-06-30
280116Madag01AD01_ATCACG_L005_R2	1	9.60e+00	Papilloma_E1	8.00e-03	56.5	69 / 126	1	NC_003897.1|Tomato leaf curl Karnataka virus, complete genome	taxid:220932|Begomovirus|Geminiviridae|Geplafuvirales|Repensiviricetes|Cressdnaviricota|Shotokuvirae|Monodnaviria	2024-06-30
