SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
ERR10568994	ERS14299653	ERP143068	Sus scrofa	9823	3	3.80e+00	Endorna_RdRp	7.20e-02	31.0	126 / 159	1	NC_038788.1|Tetterwort vein chlorosis virus segment RNA1, complete sequence	taxid:1712389|Crinivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR10568994	ERS14299653	ERP143068	Sus scrofa	9823	1	8.40e+00	Delta_HDAg	7.80e-02	45.5	99 / 151	1	NC_038966.1|Atractylodes mottle virus isolate SK, complete genome	taxid:1702121|Carlavirus|Quinvirinae|Betaflexiviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR10569187	ERS14300285	ERP143068	Sus scrofa	9823	11	3.40e-09	Flavi_RdRp	1.71e-49	87.5	264 / 266	3	NC_030653.1|Atypical porcine pestivirus 1 isolate Bavaria S5/9 polyprotein gene, complete cds	taxid:1873455|Pestivirus scrofae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR10569187	ERS14300285	ERP143068	Sus scrofa	9823	5	1.90e+00	Delta_HDAg	6.70e-02	42.9	105 / 198	1	NC_023983.1|Persimmon latent virus genomic RNA, complete genome, clone: Kaki13-14	taxid:1211481|dsRNA viruses|Riboviria	2024-06-25
ERR10569187	ERS14300285	ERP143068	Sus scrofa	9823	4	4.00e+00	Endorna_RdRp	1.10e-01	31.0	126 / 184	1	NC_038788.1|Tetterwort vein chlorosis virus segment RNA1, complete sequence	taxid:1712389|Crinivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR10569187	ERS14300285	ERP143068	Sus scrofa	9823	1	9.60e+00	Picorna-Calici_RdRp	1.80e-02	45.8	72 / 151	1	NC_029906.1|Barley virus G isolate Gimje, complete genome	taxid:1825924|Polerovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-25
ERR10571114	ERS14300085	ERP143068	Sus scrofa	9823	8	6.10e-09	Flavi_RdRp	2.27e-64	88.1	327 / 329	2	NC_030653.1|Atypical porcine pestivirus 1 isolate Bavaria S5/9 polyprotein gene, complete cds	taxid:1873455|Pestivirus scrofae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR10571114	ERS14300085	ERP143068	Sus scrofa	9823	5	2.60e+00	Delta_HDAg	9.00e-01	36.1	108 / 181	1	|N/A		2024-06-24
ERR10571114	ERS14300085	ERP143068	Sus scrofa	9823	1	8.60e+00	Endorna_RdRp	5.60e-02	31.0	126 / 151	1	NC_038788.1|Tetterwort vein chlorosis virus segment RNA1, complete sequence	taxid:1712389|Crinivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR10571298	ERS14300283	ERP143068	Sus scrofa	9823	8	3.30e-09	Flavi_RdRp	3.07e-64	88.9	324 / 326	3	NC_030653.1|Atypical porcine pestivirus 1 isolate Bavaria S5/9 polyprotein gene, complete cds	taxid:1873455|Pestivirus scrofae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR10571298	ERS14300283	ERP143068	Sus scrofa	9823	3	5.40e+00	Endorna_RdRp	1.20e-01	31.0	126 / 196	1	NC_038788.1|Tetterwort vein chlorosis virus segment RNA1, complete sequence	taxid:1712389|Crinivirus|Closteroviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR10571310	ERS14300283	ERP143068	Sus scrofa	9823	13	3.00e-07	Flavi_RdRp	1.06e-51	89.7	261 / 266	3	NC_030653.1|Atypical porcine pestivirus 1 isolate Bavaria S5/9 polyprotein gene, complete cds	taxid:1873455|Pestivirus scrofae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR4342331	ERS4821319	ERP122910	Bos taurus	9913	14	2.10e-04	Flavi_RdRp	2.18e-22	95.1	123 / 125	2	NC_026797.1|Bovine hepacivirus polyprotein (POLY) gene, complete cds	taxid:1633878|Hepacivirus bovis|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR4342331	ERS4821319	ERP122910	Bos taurus	9913	10	4.10e-04	Flavi_RdRp	5.52e-25	93.8	144 / 147	1	NC_038432.1|Hepacivirus N, complete genome	taxid:3052226|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-25
ERR4969963	ERS5455872	ERP125646	Bos taurus	9913	8	4.80e-05	Flavi_RdRp	3.01e-14	87.9	99 / 104	3	NC_026797.1|Bovine hepacivirus polyprotein (POLY) gene, complete cds	taxid:1633878|Hepacivirus bovis|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
ERR4969963	ERS5455872	ERP125646	Bos taurus	9913	2	5.60e-02	Flavi_RdRp	2.11e-07	92.0	75 / 76	1	NC_038432.1|Hepacivirus N, complete genome	taxid:3052226|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR11306585	SRS6319150	SRP221861	Antechinus flavipes	38775	16	1.90e-05	Flavi_RdRp	1.29e-34	76.7	219 / 222	1	NC_038427.1|Hepacivirus F, complete genome	taxid:3052232|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR11306585	SRS6319150	SRP221861	Antechinus flavipes	38775	19	6.50e-05	Flavi_RdRp	4.17e-32	69.3	225 / 229	2	NC_040815.1|Hepacivirus P isolate RHV-GS2015, complete genome	taxid:2202225|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	32	2.50e-08	Flavi_RdRp	4.63e-149	99.1	654 / 657	1	NC_039237.1|Bovine viral diarrhea virus 2 polyprotein gene, complete cds	taxid:54315|Pestivirus tauri|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	5	3.40e-04	Flavi_RdRp	8.24e-59	93.8	288 / 290	1	NC_076032.1|Bovine viral diarrhea virus 2 strain XJ-04, complete genome	taxid:54315|Pestivirus tauri|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	1	2.30e+00	Negative_Bunya-Arena_RdRp	3.80e-01	73.3	45 / 125	1	KY288905.1|Zika virus strain MP1751, complete genome	taxid:64320|Orthoflavivirus zikaense|Orthoflavivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	2	8.20e+00	Delta_HDAg	2.10e-01	55.0	60 / 152	1	NC_032193.1|Beihai sobemo-like virus 26 strain BHTH8711 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922698|Riboviria	2024-06-24
SRR12638755	SRS7363384	SRP282359	Bos taurus	9913	5	7.60e-05	Flavi_RdRp	3.55e-23	86.0	150 / 165	1	NC_076032.1|Bovine viral diarrhea virus 2 strain XJ-04, complete genome	taxid:54315|Pestivirus tauri|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12638755	SRS7363384	SRP282359	Bos taurus	9913	3	5.10e-01	Flavi_RdRp	4.85e-16	96.9	96 / 105	1	NC_039237.1|Bovine viral diarrhea virus 2 polyprotein gene, complete cds	taxid:54315|Pestivirus tauri|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR12638755	SRS7363384	SRP282359	Bos taurus	9913	1	5.60e+00	Birnaviridae_RdRp	7.20e-01	42.1	57 / 101	1	NC_033097.1|Hubei permutotetra-like virus 11 strain mosHB234479 RdRp and putative capsid protein genes, complete cds	taxid:1923075|Riboviria	2024-06-24
SRR13313888	SRS7929835	SRP288700	Macaca mulatta	9544	5	1.40e-06	Flavi_RdRp	1.03e-47	86.4	264 / 276	1	NC_076029.1|Bovine viral diarrhea virus 1-SD1 polyprotein gene, complete cds	taxid:31656|Pestivirus bovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-23
SRR13337424	SRS7952164	SRP267901	Macaca mulatta	9544	42	2.70e-07	Flavi_RdRp	1.73e-97	89.6	492 / 499	1	NC_001461.1|Bovine viral diarrhea virus 1, complete genome	taxid:11099|Pestivirus bovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-23
SRR13337424	SRS7952164	SRP267901	Macaca mulatta	9544	1	7.90e+00	Delta_HDAg	5.10e-02	56.5	69 / 150	1	NC_076646.1|Sclerotium rolfsii hypovirus 7 strain BLH-1-2 polyprotein (QKQ19_gp1) gene, complete cds	taxid:2490817|Hypovirus|Hypoviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	28	1.60e-08	Flavi_RdRp	2.89e-97	89.5	456 / 458	2	NC_077024.1|Dongyang pangolin virus isolate DYAJ1, complete genome	taxid:2713211|Pestivirus P|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	1	8.40e-08	NidoAstro_RdRp	4.45e-31	100.0	147 / 150	1	NC_045512.2|Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	taxid:2697049|Severe acute respiratory syndrome-related coronavirus|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	2	4.70e-06	Luteo-Sobemo_RdRp	4.48e-11	69.7	99 / 106	1	NC_033713.1|Wuhan insect virus 34 strain CC64594 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923737|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	1	8.60e-02	Narna-Levi_RdRp	6.63e-08	47.2	108 / 150	1	NC_074553.1|Leviviridae sp. isolate AVE006 maturation (QIS40_gp1) gene, partial cds; and hypothetical protein (QIS40_gp2) and replicase (QIS40_gp3) genes, complete cds	taxid:2027243|Fiersviridae|Norzivirales|Leviviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	1	2.60e+00	Picorna-Calici_RdRp	4.70e-01	40.0	90 / 150	1	NC_002618.2|Cocksfoot mottle virus, complete genome	taxid:40979|Sobemovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-23
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	2	5.10e+00	Partiti-Picobirna_RdRp	1.86e-16	55.1	147 / 152	1	NC_078098.1|Picobirnavirus Equ3 segment 2, complete sequence	taxid:1673646|Picobirnavirus|Picobirnaviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-23
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	571	6.90e-14	Flavi_RdRp	0.00e+00	90.7	966 / 974	1	NC_003679.1|Border disease virus X818, complete genome	taxid:358764|Pestivirus ovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	4	2.30e-06	Flavi_RdRp	2.55e-16	91.2	102 / 150	4	NC_002657.1|Classical swine fever virus, complete genome	taxid:11096|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	1.60e-05	Flavi_RdRp	8.40e-15	93.5	93 / 150	1	NC_003678.1|Pestivirus giraffe-1 H138 complete genome	taxid:119222|Pestivirus giraffae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	1.70e-03	Reo_RdRp	5.56e-27	98.0	147 / 150	1	NC_011507.2|Rotavirus A segment 1, complete genome	taxid:28875|Rotavirus|Sedoreoviridae|Reovirales|Resentoviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	7.10e-03	Narna-Levi_RdRp	1.05e-23	89.8	147 / 150	1	NC_030747.1|Alternaria arborescens mitovirus 1 genomic RNA, complete genome	taxid:1826822|Unuamitovirus alar1|Unuamitovirus|Mitoviridae|Cryppavirales|Howeltoviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	2	9.60e-03	Flavi_RdRp	1.46e-17	97.1	102 / 150	2	NC_018713.1|Pestivirus strain Aydin/04-TR, complete genome	taxid:2756242|Pestivirus aydinense|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	1.50e-02	Narna-Levi_RdRp	4.11e-18	70.2	141 / 150	1	NC_032457.1|Beihai narna-like virus 23 strain BHZY57139 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1922451|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	3	1.80e-02	Flavi_RdRp	3.08e-20	88.6	105 / 150	3	NC_077023.1|Pestivirus sp. isolate ovine/It/338710-3/2017 polyprotein (QKU04_gp1) gene, complete cds	taxid:31657|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	8.70e-02	Picorna-Calici_RdRp	7.64e-07	45.7	138 / 150	1	NC_038831.1|Heterobasidion partitivirus 13 strain HetPV13-an1 RNA-dependent RNA polymerase gene, complete cds	taxid:1469906|Alphapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	1.60e+00	Bromo_RdRp	1.14e-31	98.0	147 / 150	1	NC_001556.1|Tobacco mild green mosaic virus, complete genome	taxid:12241|Tobamovirus|Virgaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	7.70e+00	Reo_RdRp	3.50e-01	61.1	54 / 150	1	NC_005979.1|Helminthosporium victoriae 145S virus	taxid:2560520|Alphachrysovirus helminthosporii|Alphachrysovirus|Chrysoviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-06-24
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	1	9.60e+00	NidoAstro_RdRp	2.14e-15	85.7	147 / 150	1	NC_076639.1|Sclerotium rolfsii fusarivirus 1 strain BLH-1-10 RNA-dependent RNA polymerase (QKQ12_gp1) and hypothetical protein (QKQ12_gp2) genes, complete cds	taxid:2490823|Alphafusarivirus sclerotii|Alphafusarivirus|Fusariviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR14164091	SRS8655702	SRP313825	Bos taurus	9913	20	1.20e-07	Flavi_RdRp	2.14e-101	95.5	462 / 463	2	NC_076029.1|Bovine viral diarrhea virus 1-SD1 polyprotein gene, complete cds	taxid:31656|Pestivirus bovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14164091	SRS8655702	SRP313825	Bos taurus	9913	8	2.90e-06	Flavi_RdRp	2.38e-26	90.0	150 / 153	3	NC_001461.1|Bovine viral diarrhea virus 1, complete genome	taxid:11099|Pestivirus bovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	2960	2.80e-13	Flavi_RdRp	0.00e+00	99.4	939 / 941	7	NC_038912.1|Classical swine fever virus, strain Alfort/187 complete genome	taxid:358769|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	2	5.40e-05	Flavi_RdRp	9.93e-30	100.0	84 / 154	1	NC_002657.1|Classical swine fever virus, complete genome	taxid:11096|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	1	3.00e-03	Flavi_RdRp	3.47e-20	90.7	129 / 129	1	NC_077023.1|Pestivirus sp. isolate ovine/It/338710-3/2017 polyprotein (QKU04_gp1) gene, complete cds	taxid:31657|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	2	6.00e-01	NidoAstro_RdRp	2.77e-25	100.0	132 / 134	1	NC_003397.1|Bean common mosaic virus, complete genome	taxid:12196|Potyvirus|Potyviridae|Patatavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	1	2.60e+00	NidoAstro_RdRp	5.20e-01	57.9	57 / 141	1	NC_032115.1|Bivalve RNA virus G5, partial genome	taxid:1926968|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171880	SRS8658046	SRP313895	Sus scrofa	9823	2822	5.60e-13	Flavi_RdRp	0.00e+00	99.4	945 / 945	2	NC_038912.1|Classical swine fever virus, strain Alfort/187 complete genome	taxid:358769|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171880	SRS8658046	SRP313895	Sus scrofa	9823	3	2.90e-04	Flavi_RdRp	6.11e-23	86.7	135 / 141	3	NC_002657.1|Classical swine fever virus, complete genome	taxid:11096|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171880	SRS8658046	SRP313895	Sus scrofa	9823	1	1.90e+00	Negative_Bunya-Arena_RdRp	4.60e-02	60.0	60 / 141	1	NC_076015.1|Wenling jack mackerels picornavirus strain LXMC375591 polyprotein (QKJ81_gp1) gene, complete cds	taxid:2870402|Fipivirus D|Fipivirus|Heptrevirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171880	SRS8658046	SRP313895	Sus scrofa	9823	1	2.50e+00	Flavi_RdRp	2.76e-17	75.0	132 / 141	1	NC_003678.1|Pestivirus giraffe-1 H138 complete genome	taxid:119222|Pestivirus giraffae|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171883	SRS8658048	SRP313895	Sus scrofa	9823	5325	6.00e-13	Flavi_RdRp	0.00e+00	99.4	945 / 949	5	NC_038912.1|Classical swine fever virus, strain Alfort/187 complete genome	taxid:358769|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171883	SRS8658048	SRP313895	Sus scrofa	9823	4	2.10e-02	Flavi_RdRp	1.02e-23	91.3	138 / 141	3	NC_002657.1|Classical swine fever virus, complete genome	taxid:11096|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171884	SRS8658051	SRP313895	Sus scrofa	9823	5357	5.90e-13	Flavi_RdRp	0.00e+00	99.4	945 / 947	4	NC_038912.1|Classical swine fever virus, strain Alfort/187 complete genome	taxid:358769|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171884	SRS8658051	SRP313895	Sus scrofa	9823	7	9.00e-04	Flavi_RdRp	3.16e-26	100.0	84 / 138	6	NC_002657.1|Classical swine fever virus, complete genome	taxid:11096|Pestivirus suis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14171884	SRS8658051	SRP313895	Sus scrofa	9823	1	6.50e-01	Negative_Bunya-Arena_RdRp	4.10e-02	52.4	63 / 141	1	NC_076005.1|Chinese broad-headed pond turtle picornavirus 1 strain WHWGC151314 polyprotein (QKJ71_gp1) gene, complete cds	taxid:2870355|Pemapivirus B|Pemapivirus|Kodimesavirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-06-24
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	5845	3.90e-14	Flavi_RdRp	0.00e+00	92.4	987 / 1066	11	NC_003679.1|Border disease virus X818, complete genome	taxid:358764|Pestivirus ovis|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	3	5.80e-08	Flavi_RdRp	2.33e-24	84.0	150 / 150	3	NC_012812.1|Bovine viral diarrhea virus 3 Th/04_KhonKaen, complete genome	taxid:402584|Pestivirus brazilense|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	6	8.70e-06	Flavi_RdRp	1.01e-29	77.9	204 / 206	4	NC_018713.1|Pestivirus strain Aydin/04-TR, complete genome	taxid:2756242|Pestivirus aydinense|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	1	1.80e-04	Flavi_RdRp	3.80e-21	81.6	147 / 150	1	NC_077023.1|Pestivirus sp. isolate ovine/It/338710-3/2017 polyprotein (QKU04_gp1) gene, complete cds	taxid:31657|Pestivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-06-24
