SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	contig_id	contig_len	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
ERR4342331	ERS4821319	ERP122910	Bos taurus	9913	ERR4342331_cap3_Contig-3	157	2.76e-26	94	50	acc:YP_009506363|polyprotein [Hepacivirus bovis]	Flaviviridae	2024-06-26
SRR11306585	SRS6319150	SRP221861	Antechinus flavipes	38775	SRR11306585_cap3_Contig-1	697	3.59e-110	69.397	232	acc:YP_009709880|RNA-dependent RNA polymerase NS5B [Hepacivirus P]	Flaviviridae	2024-06-25
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	SRR12507950_cap3_Contig-1	2072	1.11e-09	25	204	acc:YP_010803261|tubulin-tyrosine ligase/tubulin polyglutamylase [Fadolivirus algeromassiliense]	Mimiviridae	2024-06-26
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	SRR12507950_cap3_Contig-2	1073	0	98.599	357	acc:YP_009513240|polyprotein [Bovine viral diarrhea virus 2]	Flaviviridae	2024-06-26
SRR12507950	SRS7251525	SRP107302	Tursiops truncatus	9739	SRR12507950_cap3_Contig-3	689	3.61e-149	96.507	229	acc:YP_009513240|polyprotein [Bovine viral diarrhea virus 2]	Flaviviridae	2024-06-26
SRR12638755	SRS7363384	SRP282359	Bos taurus	9913	SRR12638755_cap3_Contig-1	190	6.71e-25	86.792	53	acc:YP_010796611|polyprotein [Bovine viral diarrhea virus 2]	Flaviviridae	2024-06-26
SRR12638755	SRS7363384	SRP282359	Bos taurus	9913	SRR12638755_cap3_Contig-2	112	6.5	41.667	24	acc:YP_009337742|RdRp [Hubei permutotetra-like virus 5]	unclassified	2024-06-26
SRR13337424	SRS7952164	SRP267901	Macaca mulatta	9544	SRR13337424_cap3_Contig-1	851	0.7	26.667	90	acc:YP_010796408|V2 [Sesame yellow mosaic virus]	Geminiviridae	2024-06-25
SRR13337424	SRS7952164	SRP267901	Macaca mulatta	9544	SRR13337424_cap3_Contig-2	848	0	87.544	281	acc:NP_776271|nonstructural protein NS5B [Bovine viral diarrhea virus 1]	Flaviviridae	2024-06-25
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-1	6584	0	85.688	2194	acc:YP_010802444|polyprotein [Dongyang pangolin virus]	Flaviviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-2	2165	1.77e-53	31.566	396	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-3	1994	1.37e-53	31.122	392	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-4	1970	1.89e-49	37.671	292	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-5	1909	9.34e-67	35.381	407	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-6	1864	4.27e-58	35.119	336	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-7	1839	6.07e-34	37.671	146	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-8	1469	4.5e-39	37.209	215	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-9	1241	4.12e-44	39.352	216	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-10	1102	8.59e-15	32.323	99	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-11	1081	1.27e-11	38.889	90	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-12	911	6.19e-32	31.915	235	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-13	822	1.18e-27	31.492	181	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-14	806	5.39e-149	82.331	266	acc:YP_010802444|polyprotein [Dongyang pangolin virus]	Flaviviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-15	770	2.21e-09	45.455	55	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-16	755	9.19e-32	35.714	210	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-17	750	2.08e-21	42.727	110	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-18	681	1.72e-15	40	105	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-19	673	9.42e-18	50	58	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-20	654	3.21e-21	53.061	49	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-21	625	1.86e-17	45.055	91	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-22	590	4.98e-15	32.374	139	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-23	584	2.32e-20	36.923	130	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-24	564	4.57e-13	35.664	143	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-25	519	9.03e-07	38.462	39	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-26	513	2.35e-09	51.429	35	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-27	486	4.16e-15	35.398	113	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-28	486	4.16e-15	35.398	113	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-29	486	4.16e-15	35.398	113	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-30	479	1.92e-15	29.245	106	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-31	460	1.76e-19	35.57	149	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-32	456	3.33e-08	33.929	56	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-33	448	3.33e-09	33.663	101	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-34	434	5.13e-21	36.429	140	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-35	423	4.93e-19	37.41	139	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-36	390	6.06e-12	31.868	91	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-37	357	4.95e-08	33.333	66	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-38	243	7.73e-05	51.282	39	acc:YP_073558|RNA-dependent DNA polymerase [lymphocystis disease virus-China]	Iridoviridae	2024-06-30
SRR13364366	SRS7974787	SRP300585	Manis javanica	9974	SRR13364366_cap3_Contig-39	229	1.94e-25	55.263	76	acc:YP_010839761|RNA dependent RNA polymerase [Picobirnavirus Equ3]	Picobirnaviridae	2024-06-30
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-1	2452	7.56e-22	37.725	167	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-2	1691	0	84.435	469	acc:YP_010805284|polyprotein [Tunisian small ruminant pestivirus]	Tulasviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-3	338	3.78e-11	31.25	112	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-4	248	3.88e-46	91.463	82	acc:YP_009270635|polyprotein [Alternaria arborescens mitovirus 1]	Mitoviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-5	230	8e-34	86.842	76	acc:YP_010799381|RNA-dependent RNA polymerase [Sclerotium rolfsii fusarivirus 1]	Fusariviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-6	218	2.09e-43	98.611	72	acc:YP_002302227|VP1 [Rotavirus A]	Sedoreoviridae	2024-06-26
SRR13756214	SRS8296035	SRP307270	Capra hircus	9925	SRR13756214_cap3_Contig-7	206	8.16e-21	59.42	69	acc:YP_009333261|RNA-dependent RNA polymerase [Beihai narna-like virus 23]	unclassified	2024-06-26
SRR14164091	SRS8655702	SRP313825	Bos taurus	9913	SRR14164091_cap3_Contig-1	637	4.5e-143	93.396	212	acc:NP_776271|nonstructural protein NS5B [Bovine viral diarrhea virus 1]	Flaviviridae	2024-06-26
SRR14164091	SRS8655702	SRP313825	Bos taurus	9913	SRR14164091_cap3_Contig-2	157	8.83e-27	92.157	51	acc:YP_010796452|polyprotein [Bovine viral diarrhea virus 1-SD1]	Flaviviridae	2024-06-26
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	SRR14171878_cap3_Contig-1	12323	0	98.306	2125	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR14171878	SRS8658044	SRP313895	Sus scrofa	9823	SRR14171878_cap3_Contig-2	161	6.3	30.233	43	acc:YP_007003681|protein ORF3 [Cyprinid herpesvirus 1]	Alloherpesviridae	2024-06-26
SRR14171880	SRS8658046	SRP313895	Sus scrofa	9823	SRR14171880_cap3_Contig-1	3512	0	98.326	1075	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR14171883	SRS8658048	SRP313895	Sus scrofa	9823	SRR14171883_cap3_Contig-1	12236	0	97.178	3898	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR14171883	SRS8658048	SRP313895	Sus scrofa	9823	SRR14171883_cap3_Contig-2	1790	3.2	29.851	67	acc:YP_002242088|tail length tape measure protein [Mycobacterium phage Konstantine]	unclassified Uroviricota	2024-06-26
SRR14171883	SRS8658048	SRP313895	Sus scrofa	9823	SRR14171883_cap3_Contig-3	147	4.78e-17	70.833	48	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR14171884	SRS8658051	SRP313895	Sus scrofa	9823	SRR14171884_cap3_Contig-1	12234	0	97.127	3898	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR14171884	SRS8658051	SRP313895	Sus scrofa	9823	SRR14171884_cap3_Contig-2	406	4.2	32.353	34	acc:YP_009904021|DNA helicase [Burkholderia phage BcepSaruman]	unclassified Uroviricota	2024-06-26
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-1	13243	5.1	37.778	45	acc:YP_009293042|dihydrofolate reductase [Erwinia phage vB_EamM_Huxley]	unclassified Uroviricota	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-2	1723	0	88.172	465	acc:NP_777545|nonstructural protein NS5B [Border disease virus]	Flaviviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-3	1151	1.16e-37	35.391	243	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-4	918	2.72e-33	37.864	206	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-5	644	2.81e-29	35.047	214	acc:YP_010648843|Ro-like RNA binding protein [Gordonia phage Sixama]	unclassified Uroviricota	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-6	560	0.35	22.807	114	acc:YP_007417812|gp38.1 [Caviid betaherpesvirus 2]	Orthoherpesviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-7	431	2.45e-11	31.858	113	acc:YP_010087922|RNA-dependent DNA polymerase [Lymphocystis disease virus 4]	Iridoviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-8	351	6.31e-08	46.667	45	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-25
SRR14180567	SRS8660194	SRP313939	Ovis aries	9940	SRR14180567_cap3_Contig-9	326	0.002	29.268	41	acc:YP_009342179|RNA-dependent DNA polymerase [Lymphocystis disease virus Sa]	Iridoviridae	2024-06-25
SRR14182376	SRS8661506	SRP313995	Ovis aries	9940	SRR14182376_cap3_Contig-1	1430	4.67e-143	66.667	351	acc:YP_010805284|polyprotein [Tunisian small ruminant pestivirus]	Tulasviridae	2024-06-25
SRR14182376	SRS8661506	SRP313995	Ovis aries	9940	SRR14182376_cap3_Contig-2	276	0.11	53.846	26	acc:YP_003084391|UL30 [Anatid alphaherpesvirus 1]	Orthoherpesviridae	2024-06-25
SRR15199663	SRS9544892	SRP329017	Manis javanica	9974	SRR15199663_cap3_Contig-1	265	1.45e-53	93.103	87	acc:YP_010802444|polyprotein [Dongyang pangolin virus]	Flaviviridae	2024-06-26
SRR15199671	SRS9544883	SRP329017	Manis javanica	9974	SRR15199671_cap3_Contig-1	354	1.2e-73	91.525	118	acc:YP_010802444|polyprotein [Dongyang pangolin virus]	Flaviviridae	2024-06-25
SRR15199671	SRS9544883	SRP329017	Manis javanica	9974	SRR15199671_cap3_Contig-2	240	3.61e-44	88.608	79	acc:YP_010802444|polyprotein [Dongyang pangolin virus]	Flaviviridae	2024-06-25
SRR15275162	SRS9634047	SRP330111	Sus scrofa	9823	SRR15275162_cap3_Contig-1	2834	0	98.397	936	acc:YP_009508222|Hog cholera virus [Classical swine fever virus - Alfort/187]	Flaviviridae	2024-06-26
SRR15275162	SRS9634047	SRP330111	Sus scrofa	9823	SRR15275162_cap3_Contig-2	301	1.7	23.729	59	acc:YP_009505511|L protein, partial [Ekpoma virus 1]	Rhabdoviridae	2024-06-26
