SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
ERR10566191	ERS14299752	ERP143068	Sus scrofa	9823	5	3.40e-03	Tymo_RdRp	8.12e-47	86.4	243 / 243	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566191	ERS14299752	ERP143068	Sus scrofa	9823	1	3.00e+00	Delta_HDAg	3.40e-02	33.3	126 / 151	1	NC_010806.1|Rose spring dwarf-associated virus, complete genome	taxid:474454|Luteovirus rosae|Luteovirus|Regressovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566191	ERS14299752	ERP143068	Sus scrofa	9823	1	7.70e+00	Negative_Bunya-Arena_RdRp	9.70e-02	38.7	93 / 151	1	NC_002634.1|Soybean mosaic virus, complete genome	taxid:12222|Potyvirus|Potyviridae|Patatavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566196	ERS14299902	ERP143068	Sus scrofa	9823	4	2.90e-09	Hepe-Virga_RdRp	3.87e-46	89.9	237 / 239	1	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566196	ERS14299902	ERP143068	Sus scrofa	9823	3	3.10e-03	Hepe-Virga_RdRp	1.44e-34	80.6	201 / 204	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566196	ERS14299902	ERP143068	Sus scrofa	9823	1	4.40e+00	Negative_Bunya-Arena_RdRp	1.60e-02	55.0	60 / 151	1	NC_013076.1|Tomato chocolate spot virus, RNA2, complete genome	taxid:661101|Torradovirus|Secoviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566196	ERS14299902	ERP143068	Sus scrofa	9823	2	6.50e+00	Delta_HDAg	9.00e-03	50.0	66 / 154	1	NC_033085.1|Beihai weivirus-like virus 9 strain BWBFG39428 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1922756|Riboviria	2024-07-04
ERR10566196	ERS14299902	ERP143068	Sus scrofa	9823	1	8.40e+00	Endorna_RdRp	5.70e-02	31.2	96 / 151	1	NC_003491.1|Beet mild yellowing virus, complete genome	taxid:156690|Polerovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566236	ERS14300452	ERP143068	Sus scrofa	9823	13	9.10e-10	Hepe-Virga_RdRp	1.66e-44	89.5	228 / 232	1	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566236	ERS14300452	ERP143068	Sus scrofa	9823	24	8.40e-04	Hepe-Virga_RdRp	5.62e-83	84.8	414 / 416	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566236	ERS14300452	ERP143068	Sus scrofa	9823	1	4.50e+00	Delta_HDAg	2.00e-01	40.0	75 / 151	1	NC_040710.1|Sogatella furcifera hepe-like virus isolate Guangdong, complete genome	taxid:2152923|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566249	ERS14299752	ERP143068	Sus scrofa	9823	8	1.40e-09	Hepe-Virga_RdRp	5.90e-44	88.2	228 / 232	1	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566249	ERS14299752	ERP143068	Sus scrofa	9823	7	9.90e-04	Tymo_RdRp	3.63e-76	88.4	363 / 365	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566249	ERS14299752	ERP143068	Sus scrofa	9823	1	9.70e+00	Endorna_RdRp	7.10e-02	37.8	111 / 151	1	NC_038434.1|Pegivirus F isolate PDB-1698 polyprotein gene, complete cds	taxid:3052605|Pegivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566312	ERS14299902	ERP143068	Sus scrofa	9823	2	2.80e-09	Hepe-Virga_RdRp	3.87e-46	89.9	237 / 239	1	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566312	ERS14299902	ERP143068	Sus scrofa	9823	4	2.90e-02	Hepe-Virga_RdRp	6.07e-51	88.9	243 / 245	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566388	ERS14300630	ERP143068	Sus scrofa	9823	3	2.20e-09	Hepe-Virga_RdRp	2.73e-48	88.1	252 / 252	2	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566388	ERS14300630	ERP143068	Sus scrofa	9823	1	8.50e+00	Endorna_RdRp	5.70e-02	31.2	96 / 151	1	NC_003491.1|Beet mild yellowing virus, complete genome	taxid:156690|Polerovirus|Solemoviridae|Sobelivirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566424	ERS14300673	ERP143068	Sus scrofa	9823	22	1.50e-09	Hepe-Virga_RdRp	3.40e-68	87.9	348 / 350	2	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566424	ERS14300673	ERP143068	Sus scrofa	9823	2	3.20e-01	Tymo_RdRp	1.08e-37	93.4	183 / 185	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566424	ERS14300673	ERP143068	Sus scrofa	9823	1	2.20e+00	NidoAstro_RdRp	8.00e-03	40.0	90 / 151	1	NC_039345.1|Bombali ebolavirus isolate Bombali ebolavirus/Mops condylurus/SLE/2016/PREDICT_SLAB000156, complete genome	taxid:2010960|Orthoebolavirus bombaliense|Orthoebolavirus|Filoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566463	ERS14300673	ERP143068	Sus scrofa	9823	12	2.40e-09	Hepe-Virga_RdRp	1.73e-91	89.2	444 / 444	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566463	ERS14300673	ERP143068	Sus scrofa	9823	6	7.00e-04	Hepe-Virga_RdRp	2.25e-41	83.8	222 / 224	1	NC_001434.1|Hepatitis E virus, complete genome	taxid:291484|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566463	ERS14300673	ERP143068	Sus scrofa	9823	1	2.50e+00	Delta_HDAg	7.20e-01	90.0	30 / 151	1	NC_028833.1|BtNv-AlphaCoV/SC2013, complete genome	taxid:1503291|Nyctalus velutinus alphacoronavirus SC-2013|Nyctacovirus|Alphacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566463	ERS14300673	ERP143068	Sus scrofa	9823	1	6.20e+00	Tymo_RdRp	1.40e-02	52.9	51 / 151	1	NC_078048.1|EgAN 1825-61 virus segment L, complete sequence	taxid:2848001|Uukuvirus schmidti|Uukuvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566506	ERS14300630	ERP143068	Sus scrofa	9823	4	6.60e-03	Hepe-Virga_RdRp	7.48e-47	86.8	228 / 232	1	NC_074955.1|Paslahepevirus balayani nonstructural protein and structural viral protein genes, complete cds	taxid:1678143|Paslahepevirus|Orthohepevirinae|Hepeviridae|Hepelivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
ERR10566506	ERS14300630	ERP143068	Sus scrofa	9823	1	7.00e+00	Delta_HDAg	8.00e-03	50.0	66 / 151	1	NC_033085.1|Beihai weivirus-like virus 9 strain BWBFG39428 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds	taxid:1922756|Riboviria	2024-07-04
ERR5457852	ERS5921924	ERP122386	Sus cebifrons	315377	2	1.80e-05	Hepe-Virga_RdRp	6.67e-08	60.6	99 / 100	1	NC_032728.1|Adelphocoris suturalis virus isolate HBWH, complete genome	taxid:1930920|Riboviria	2024-07-04
ERR6842342	ERS7649035	ERP132074	Canis lupus familiaris	9615	1	6.60e-05	Partiti-Picobirna_RdRp	1.47e-17	97.0	99 / 101	1	NC_010349.1|Botryotinia fuckeliana partitivirus 1, complete segment 1, genomic RNA	taxid:425010|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
ERR6842342	ERS7649035	ERP132074	Canis lupus familiaris	9615	1	1.20e+00	NidoAstro_RdRp	7.82e-06	53.3	90 / 101	1	NC_032625.1|Beihai picorna-like virus 121 strain BHHZL10364 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922550|Riboviria	2024-07-04
ERR6842342	ERS7649035	ERP132074	Canis lupus familiaris	9615	2	8.20e+00	Hepe-Virga_RdRp	1.60e-06	56.2	96 / 103	1	NC_032484.1|Bastrovirus/VietNam/Rat/16715_10 non-structural polyprotein and structural polyprotein genes, complete cds	taxid:1906175|Bastrovirus BAS-3|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	45	9.60e-15	Tymo_RdRp	2.35e-34	69.5	246 / 372	1	NC_001977.1|Erysimum latent virus, complete genome	taxid:12152|Tymovirus erysimi|Tymovirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	18	2.10e-13	Negative_Bunya-Arena_RdRp	6.56e-30	47.6	189 / 432	1	NC_079008.1|Solenopsis invicta virus 14 isolate B:Missipi genomic sequence	taxid:2810810|Horwuvirus solenopsidis|Horwuvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	34	1.50e-10	Tombus-Noda_RdRp	3.26e-31	55.6	297 / 561	2	NC_033202.1|Beihai tombus-like virus 15 strain BHBJDX18752 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922718|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	115	2.50e-10	Negative_Mono-Chu_RdRp	2.08e-29	71.7	159 / 403	2	NC_076875.1|Blattodean arli-related virus OKIAV102 genomic sequence	taxid:2746352|Supelovirus thailandense|Supelovirus|Lispiviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	4	7.40e-10	Tombus-Noda_RdRp	2.72e-19	52.2	207 / 227	2	NC_032927.1|Hubei tombus-like virus 19 strain WHCCII13323 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	taxid:1923265|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	5	1.30e-09	Permutotetra_RdRp	4.52e-17	75.0	120 / 174	1	NC_033097.1|Hubei permutotetra-like virus 11 strain mosHB234479 RdRp and putative capsid protein genes, complete cds	taxid:1923075|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	232	2.80e-08	Picorna-Calici_RdRp	2.17e-46	63.7	339 / 356	3	NC_033136.1|Hubei picorna-like virus 43 strain QTM27027 hypothetical protein gene, complete cds	taxid:1923124|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	64	6.70e-08	Partiti-Picobirna_RdRp	8.42e-07	57.6	99 / 293	1	NC_005976.2|Penicillium stoloniferum virus S segment 1, complete genome	taxid:216371|Gammapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	110	2.20e-07	Picorna-Calici_RdRp	2.87e-70	87.9	348 / 426	3	NC_023483.1|Antheraea pernyi iflavirus isolate LnApIV-02, complete genome	taxid:1460071|Iflavirus vomitus|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	32	1.60e-06	Partiti-Picobirna_RdRp	2.12e-05	69.2	78 / 216	2	NC_033313.1|Hubei tetragnatha maxillosa virus 8 strain arthropodmix13417 segment Seg 1 RdRp gene, complete cds	taxid:1923250|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	19	4.60e-06	Endorna_RdRp	3.28e-19	46.2	240 / 444	1	NC_040588.1|Diatom colony associated dsRNA virus 15 genomic RNA, complete genome	taxid:1678175|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	44	4.90e-06	Picorna-Calici_RdRp	1.28e-33	63.6	264 / 271	1	NC_032218.1|Hubei myriapoda virus 1 strain WGML505798 hypothetical protein gene, complete cds	taxid:1922930|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	94	5.00e-06	Picorna-Calici_RdRp	9.30e-68	84.2	360 / 362	4	NC_032994.1|Shuangao insect virus 12 strain insectZJ98124 hypothetical protein gene, complete cds	taxid:1923468|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	351	1.00e-05	Picorna-Calici_RdRp	1.06e-42	50.4	405 / 414	3	NC_033227.1|Hubei picorna-like virus 22 strain WHSF7472 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923102|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	224	2.50e-05	Picorna-Calici_RdRp	1.36e-86	99.2	399 / 400	1	NC_038961.1|Shanbavirus A isolate BtMf-PicoV-1/SAX2011 polyprotein gene, complete cds	taxid:2170191|Shanbavirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	59	2.70e-05	Partiti-Picobirna_RdRp	2.12e-39	64.9	291 / 513	5	NC_032146.1|Wuhan insect virus 23 strain WHCCII13263 segment Seg 1 RdRp gene, complete cds	taxid:1923727|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	11	3.00e-05	Tombus-Noda_RdRp	2.10e-09	40.0	195 / 249	1	NC_033092.1|Sanxia water strider virus 14 strain SXSSP2565 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	taxid:1923398|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	24	3.10e-05	Partiti-Picobirna_RdRp	2.70e-08	74.1	81 / 192	3	NC_038843.1|Cryptosporidium parvum virus 1 strain Iowa segment dsRNA1, complete sequence	taxid:675060|Cryspovirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	6241	3.80e-05	Picorna-Calici_RdRp	5.15e-51	68.9	366 / 392	41	NC_036585.1|Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310	taxid:2018471|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	400	1.20e-04	Picorna-Calici_RdRp	2.53e-33	91.4	174 / 335	6	NC_033462.1|Wuhan fly virus 4 strain fly116586 hypothetical protein gene, complete cds	taxid:1923698|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2614	3.60e-04	Picorna-Calici_RdRp	6.29e-63	66.9	444 / 448	30	NC_040587.1|Yongsan iflavirus 1 strain A16.2047/ROK/2016 polyprotein gene, complete cds	taxid:2315809|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	21	4.80e-04	Picorna-Calici_RdRp	3.92e-64	78.3	360 / 383	1	NC_015940.1|Bat picornavirus 1, complete genome	taxid:1074863|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	86	5.20e-04	Picorna-Calici_RdRp	8.82e-16	43.2	132 / 365	1	NC_033030.1|Hubei coleoptera virus 1 strain QCM131202 hypothetical protein gene, complete cds	taxid:1922860|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	1.20e-03	NidoAstro_RdRp	7.86e-05	50.0	84 / 151	1	NC_003874.1|Zygosaccharomyces bailii virus Z, complete genome	taxid:114871|Zybavirus bailii|Zybavirus|Amalgaviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	64	2.00e-03	Picorna-Calici_RdRp	2.59e-55	62.5	408 / 473	1	NC_025835.1|Dinocampus coccinellae paralysis virus strain Quebec2013, complete genome	taxid:1541119|Iflavirus dinococcinellae|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	19	2.20e-03	Picorna-Calici_RdRp	6.08e-66	79.7	369 / 373	1	NC_015941.1|Bat picornavirus 2, complete genome	taxid:1074864|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	12	3.10e-03	Partiti-Picobirna_RdRp	7.34e-11	55.6	81 / 316	1	NC_040387.1|Pythium nunn virus 1 UZ415 genomic RNA, segment 1, complete sequence	taxid:2083275|Gammapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	487	4.20e-03	NidoAstro_RdRp	6.69e-29	62.3	159 / 438	1	NC_032436.1|Shahe picorna-like virus 8 strain SHWC12398 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923451|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2	4.30e-03	Luteo-Sobemo_RdRp	1.86e-08	69.6	69 / 152	1	NC_033304.1|Hubei diptera virus 14 strain QTM46268 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922875|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	4	4.60e-03	Picorna-Calici_RdRp	1.56e-11	56.8	132 / 204	1	NC_040675.1|Nesidiocoris tenuis iflavirus 1 strain SD, complete genome	taxid:2099521|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	4.90e-03	Negative_Bunya-Arena_RdRp	4.63e-04	61.5	78 / 151	1	NC_078471.1|Fitzroy Crossing tenui-like virus 1 isolate FCTeLV1/pool-6 RNA-dependent RNA polymerase (QK709_gp1) gene, complete cds	taxid:2755159|Horwuvirus fitzroyense|Horwuvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	57	7.80e-03	Picorna-Calici_RdRp	1.56e-56	63.3	270 / 457	1	NC_009530.1|Brevicoryne brassicae picorna-like virus, complete genome	taxid:436447|Iflavirus brebrassicae|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	56	9.90e-03	Negative_Mono-Chu_RdRp	1.78e-10	37.7	183 / 222	1	NC_076915.1|Jimsystermes virus isolate 3v4v_4 hypothetical protein 3 (QKS95_gp1), hypothetical protein 2 (QKS95_gp2), hypothetical protein 1 (QKS95_gp3), and putative replicase (QKS95_gp4) genes, complete cds	taxid:2796600|Copasivirus manlyvaleense|Copasivirus|Lispiviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-04
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	5	1.30e-02	Picorna-Calici_RdRp	6.60e-10	46.5	129 / 227	1	NC_032112.1|Bivalve RNA virus G1, partial genome	taxid:1926967|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-04
