SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	14	1.10e-09	NidoAstro_RdRp	6.32e-76	100.0	345 / 347	5	NC_010437.1|Bat coronavirus 1A, complete genome	taxid:393767|Miniopterus bat coronavirus 1|Minunacovirus|Alphacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	23	1.30e-09	Partiti-Picobirna_RdRp	2.71e-25	50.7	207 / 421	1	NC_003885.1|Mycovirus FusoV RNA 1, complete sequence	taxid:1511847|Gammapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	228	8.70e-09	Picorna-Calici_RdRp	3.12e-36	63.7	273 / 275	9	NC_040820.1|Blackbird arilivirus, complete genome	taxid:2099352|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	7	1.60e-08	Astro-Poty_RdRp	3.38e-65	72.2	399 / 406	2	NC_015935.1|Mouse astrovirus M-52/USA/2008, complete genome	taxid:1074210|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	4	1.30e-07	Endorna_RdRp	1.67e-18	49.3	213 / 217	2	NC_032798.1|Shahe endorna-like virus 1 strain SHWC0209c12790 hypothetical protein gene, complete cds	taxid:1923414|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	28	1.50e-07	Toti-Chryso_RdRp	2.36e-121	64.7	816 / 822	2	NC_026140.1|Eimeria tenella RNA virus 1 strain JL610V coat protein (EtRv1gp1) and RNA-dependent RNA polymerase (RDRP) genes, complete cds	taxid:1566868|Victorivirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	4.70e-07	Toti-Chryso_RdRp	2.14e-15	62.5	144 / 150	1	NC_040657.1|Diatom colony associated dsRNA virus 5 genomic RNA, complete genome	taxid:1678164|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	8	5.70e-07	Tymo_RdRp	1.23e-30	57.8	249 / 254	2	NC_020470.1|Andean potato latent virus, complete genome	taxid:73819|Tymovirus latandigenum|Tymovirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	6.40e-07	Luteo-Sobemo_RdRp	4.05e-11	53.1	147 / 150	1	NC_033089.1|Shuangao sobemo-like virus 2 strain insectZJ89114 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923475|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	137	6.90e-07	Picorna-Calici_RdRp	8.64e-52	64.7	417 / 425	2	NC_024016.1|Heliconius erato iflavirus, complete genome	taxid:1487185|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	2.00e-06	Luteo-Sobemo_RdRp	6.02e-16	65.3	147 / 150	1	NC_032184.1|Hubei sobemo-like virus 9 strain spider112041 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923242|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	2.10e-06	Astro-Poty_RdRp	8.40e-31	100.0	150 / 150	1	NC_043099.1|Mamastrovirus 14 isolate AFCD57 polyprotein 1AB gene, partial cds; and capsid protein precursor, gene, complete cds	taxid:1239578|Mamastrovirus|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	3	1.00e-05	Endorna_RdRp	4.73e-16	44.9	207 / 209	1	NC_055468.1|Agaricus bisporus endornavirus 1 isolate AbEV1-2990, partial sequence	taxid:1945738|Alphaendornavirus agarici|Alphaendornavirus|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	3	4.40e-05	Luteo-Sobemo_RdRp	4.73e-16	45.3	159 / 211	1	NC_032236.1|Hubei sobemo-like virus 8 strain QTM19779 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923241|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	6.70e-05	Astro-Poty_RdRp	1.56e-19	63.3	147 / 150	1	NC_043096.1|Bottlenose dolphin astrovirus 1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds	taxid:645425|Mamastrovirus 7|Mamastrovirus|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	3	1.10e-04	Toti-Chryso_RdRp	4.36e-15	59.2	147 / 150	3	NC_038697.1|Scheffersomyces segobiensis virus L isolate NRRL Y-11571, complete genome	taxid:1300323|Totivirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	1.20e-04	Picorna-Calici_RdRp	1.79e-21	56.7	180 / 231	1	NC_040561.1|Cherry virus Trakiya isolate PAI 2-29, complete genome	taxid:2074132|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	1.90e-04	Permutotetra_RdRp	9.13e-09	52.1	144 / 163	1	NC_033196.1|Sanxia water strider virus 19 strain SXSSP2568 RdRp and hypothetical protein genes, complete cds	taxid:1923403|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	3.00e-04	Partiti-Picobirna_RdRp	3.19e-08	48.8	129 / 150	1	NC_032146.1|Wuhan insect virus 23 strain WHCCII13263 segment Seg 1 RdRp gene, complete cds	taxid:1923727|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	4.50e-04	NidoAstro_RdRp	5.52e-37	100.0	186 / 187	1	NC_045512.2|Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	taxid:2697049|Severe acute respiratory syndrome-related coronavirus|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.80e-04	Partiti-Picobirna_RdRp	9.70e-06	63.0	81 / 150	1	NC_021873.1|Ustilaginoidea virens partitivirus 2 isolate Uv0901 segment 1, complete sequence	taxid:1415665|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	2.30e-03	Toti-Chryso_RdRp	2.55e-24	79.6	147 / 150	1	NC_027212.1|Camponotus yamaokai virus genomic RNA, complete genome	taxid:1608533|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	3.00e-03	Luteo-Sobemo_RdRp	2.14e-19	57.1	147 / 150	1	NC_032199.1|Hubei sobemo-like virus 10 strain spider133871 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923195|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.20e-03	Picorna-Calici_RdRp	8.27e-16	65.3	147 / 150	1	NC_040798.1|Nephila clavipes virus 1 isolate SC, complete genome	taxid:2108204|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	6.00e-03	Tymo_RdRp	3.11e-13	63.8	141 / 142	1	NC_038328.1|Blackberry virus S polyprotein mRNA, complete cds	taxid:670883|Marafivirus rubi|Marafivirus|Tymoviridae|Tymovirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	83	1.30e-02	Reo_RdRp	4.53e-44	100.0	219 / 223	3	NC_055268.1|Rotavirus J strain BO4351/Ms/2014 VP1 (VP1 Pol) gene, complete cds	taxid:1929964|Rotavirus|Sedoreoviridae|Reovirales|Resentoviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	3	1.60e-02	Tombus-Noda_RdRp	5.92e-31	64.6	237 / 242	1	NC_007729.1|Maize necrotic streak virus isolate Arizona, complete genome	taxid:137556|Zeavirus zeae|Zeavirus|Procedovirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	1.90e-02	Partiti-Picobirna_RdRp	5.50e-10	50.0	132 / 150	2	NC_032500.1|Beihai partiti-like virus 2 strain BHZY60797 segment Seg 1 RdRp gene, complete cds	taxid:1922504|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	2.90e-02	Toti-Chryso_RdRp	2.16e-18	59.6	156 / 165	1	NC_038929.1|Beauveria bassiana victorivirus 1, complete genome	taxid:1685109|Victorivirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	3.70e-02	Reo_RdRp	5.06e-16	66.7	144 / 150	1	NC_016874.1|Spissistilus festinus reovirus segment 2, complete genome	taxid:1004049|Reovirales|Resentoviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	15	3.90e-02	Poty_RdRp	1.96e-62	83.6	330 / 332	2	NC_043071.1|Bat picornavirus isolate BtMr-PicoV/JX2010 polyprotein gene, partial cds	taxid:1281456|Shanbavirus aminfuli|Shanbavirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	4.50e-02	NidoAstro_RdRp	1.15e-10	54.3	138 / 150	1	NC_033714.1|Wuhan spider virus 5 strain spider133684 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	taxid:1923754|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.10e-02	Toti-Chryso_RdRp	3.67e-16	69.4	147 / 150	1	NC_029312.1|Camponotus nipponicus virus genes for capsid protein, RdRp, complete cds, strain: SS-2014a	taxid:1765754|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.40e-02	Astro-Poty_RdRp	1.07e-09	55.1	147 / 150	1	NC_026814.1|Canine astrovirus strain Gillingham/2012/UK, complete genome	taxid:1157338|Mamastrovirus|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	8.40e-02	Tombus-Noda_RdRp	3.80e-09	62.9	105 / 150	1	NC_001278.1|Diaporthe ambigua RNA virus 1, complete genome	taxid:111470|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	9.10e-02	Permutotetra_RdRp	6.12e-15	57.1	147 / 150	2	NC_003412.1|Euprosterna elaeasa virus, complete genome	taxid:186165|Alphapermutotetravirus|Permutotetraviridae|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	1.20e-01	Negative_Bunya-Arena_RdRp	1.90e-07	33.3	171 / 225	1	NC_078579.1|Penicillium discovirus strain St. Louis Primary Isolate segment L, complete sequence	taxid:2185132|Orthodiscovirus missouriense|Orthodiscovirus|Discoviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	2	2.30e-01	Tombus-Noda_RdRp	3.51e-16	63.3	147 / 150	2	|N/A		2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	20	2.50e-01	Picorna-Calici_RdRp	1.85e-25	56.4	234 / 237	1	NC_033133.1|Hubei picorna-like virus 66 strain SSZZ2530 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923149|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	3	2.80e-01	Toti-Chryso_RdRp	1.14e-15	71.7	138 / 150	3	NC_002701.1|Eimeria brunetti RNA virus 1, complete genome	taxid:155414|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	3.00e-01	Picorna-Calici_RdRp	4.80e-10	58.1	93 / 150	1	NC_033460.1|Wuhan insect virus 11 strain CJLX30623 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923715|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.40e-01	Amalga_RdRp	1.20e-02	36.4	132 / 150	1	NC_011591.1|Southern tomato virus, complete genome	taxid:591166|Amalgavirus lycopersici|Amalgavirus|Amalgaviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.80e-01	Tombus-Noda_RdRp	1.05e-12	61.2	147 / 150	1	NC_032523.1|Beihai mantis shrimp virus 6 strain BHXG24422 RNA-dependent RNA polymerase, hypothetical protein, and B2-like protein genes, complete cds	taxid:1922433|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	6.20e-01	NidoAstro_RdRp	3.45e-29	100.0	150 / 150	1	NC_032757.1|Hubei picorna-like virus 15 strain arthropodmix13755 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923094|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	5	8.00e-01	Amalga_RdRp	3.82e-05	36.7	147 / 184	1	NC_032864.1|Wenling crustacean virus 4 strain WLJQ79834 hypothetical protein gene, complete cds	taxid:1923487|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	8.80e-01	Partiti-Picobirna_RdRp	2.15e-11	46.8	141 / 150	1	NC_033851.1|Wuhan insect virus 22 strain arthropodmix13806 segment Seg 1 RdRp gene, complete cds	taxid:1923726|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	1.30e+00	Narna-Levi_RdRp	1.23e-12	56.8	132 / 150	1	NC_032470.1|Beihai narna-like virus 1 strain BWBFG61141 RNA-dependent RNA polymerase gene, complete cds	taxid:1922436|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	5	1.40e+00	Partiti-Picobirna_RdRp	2.06e-12	60.0	135 / 196	1	NC_015494.1|Fig cryptic virus segment 1, complete genome	taxid:882768|Deltapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	1.90e+00	Partiti-Picobirna_RdRp	5.22e-09	47.5	120 / 150	1	NC_032156.1|Hubei diptera virus 18 strain SCM37169 segment Seg 1 RdRp gene, complete cds	taxid:1922879|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	4.30e+00	Toti-Chryso_RdRp	1.47e-22	83.7	147 / 150	1	NC_023983.1|Persimmon latent virus genomic RNA, complete genome, clone: Kaki13-14	taxid:1211481|dsRNA viruses|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	5.90e+00	Toti-Chryso_RdRp	3.00e-14	57.1	147 / 150	1	NC_020903.1|Xanthophyllomyces dendrorhous virus L1A capsid protein (CP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	taxid:1167690|Totivirus|Totiviridae|Ghabrivirales|Chrymotiviricetes|Duplornaviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	8.20e+00	Narna-Levi_RdRp	4.38e-08	52.8	108 / 150	1	NC_017003.1|Clitocybe odora virus, complete genome	taxid:1162083|Duamitovirus clod1|Duamitovirus|Mitoviridae|Cryppavirales|Howeltoviricetes|Lenarviricota|Orthornavirae|Riboviria	2024-08-15
SRR13364363	SRS7974789	SRP300585	Rhinolophus	49442	1	9.20e+00	Toti-Chryso_RdRp	2.72e-06	43.9	123 / 150	1	NC_040358.1|Diatom colony associated dsRNA virus 2 genomic RNA, complete genome	taxid:1678160|dsRNA viruses|Riboviria	2024-08-15
SRR13451172	SRS8043860	SRP302129	Chlorocebus	392815	50	1.30e-11	NidoAstro_RdRp	0.00e+00	100.0	141 / 1664	45	NC_045512.2|Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	taxid:2697049|Severe acute respiratory syndrome-related coronavirus|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-15
SRR13451172	SRS8043860	SRP302129	Chlorocebus	392815	1	1.40e+00	Bromo_RdRp	3.00e-01	53.6	84 / 997	1	NC_032473.1|Wenzhou picorna-like virus 3 strain WZSBei69560 hypothetical protein gene, complete cds	taxid:1923615|Riboviria	2024-08-15
SRR13451172	SRS8043860	SRP302129	Chlorocebus	392815	1	8.10e+00	Tymo_RdRp	1.60e-01	37.2	129 / 985	1	NC_032741.1|Hubei tombus-like virus 39 strain WGML9144 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	taxid:1923287|Riboviria	2024-08-15
SRR13451172	SRS8043860	SRP302129	Chlorocebus	392815	1	9.50e+00	Delta_HDAg	3.20e-01	40.7	81 / 628	1	NC_032909.1|Hubei hepe-like virus 1 strain WHCC116187 replicase and hypothetical protein genes, complete cds	taxid:1922894|Riboviria	2024-08-15
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	110665	2.10e-13	NidoAstro_RdRp	7.08e-101	100.0	228 / 1599	538	NC_045512.2|Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	taxid:2697049|Severe acute respiratory syndrome-related coronavirus|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2404	3.50e-07	NidoAstro_RdRp	3.09e-37	100.0	186 / 222	5	NC_014470.1|Bat coronavirus BM48-31/BGR/2008, complete genome	taxid:864596|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2	8.40e-04	Endorna_RdRp	2.00e-03	58.8	51 / 124	1	NC_039217.1|Phaseolus vulgaris endornavirus 1 isolate PvEV-1_Brazil polyprotein gene, complete cds	taxid:1188792|Alphaendornavirus|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	21	1.30e-03	NidoAstro_RdRp	1.33e-21	77.1	144 / 151	3	NC_004718.3|SARS coronavirus Tor2, complete genome	taxid:227984|Severe acute respiratory syndrome-related coronavirus|Sarbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2	1.50e-03	Nido_NiRAN	2.49e-08	78.3	69 / 122	1	NC_038294.1|Betacoronavirus England 1 isolate H123990006, complete genome	taxid:1263720|Middle East respiratory syndrome-related coronavirus|Merbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	6	7.60e-02	NidoAstro_RdRp	9.17e-12	95.7	69 / 92	2	NC_009021.1|Rousettus bat coronavirus HKU9, complete genome	taxid:694006|Nobecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2	1.00e-01	NidoAstro_RdRp	5.26e-09	82.6	69 / 90	1	NC_032730.1|Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome	taxid:1508224|Luchacovirus|Alphacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2	8.90e-01	NidoAstro_RdRp	7.83e-06	87.5	48 / 95	1	NC_039207.1|Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-174/GER/2012, complete genome	taxid:1385427|Hedgehog coronavirus 1|Merbecovirus|Betacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	2	9.40e-01	Nido_NiRAN	1.16e-06	68.0	75 / 105	1	NC_035191.1|Wencheng Sm shrew coronavirus isolate Xingguo-101 ORF1ab polyprotein, spike glycoprotein, envelope protein, membrane protein, and nucleocapsid protein genes, complete cds	taxid:1508228|Alphacoronavirus|Orthocoronavirinae|Coronaviridae|Cornidovirineae|Nidovirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-08-16
SRR13451188	SRS8043865	SRP302129	Chlorocebus	392815	4	1.50e+00	NidoAstro_RdRp	8.46e-07	69.6	69 / 103	2	|N/A		2024-08-16
