SRA_run	SRA_sample	SRA_study	host_taxon	host_taxid	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	64	2.00e-03	Picorna-Calici_RdRp	2.59e-55	62.5	408 / 473	1	NC_025835.1|Dinocampus coccinellae paralysis virus strain Quebec2013, complete genome	taxid:1541119|Iflavirus dinococcinellae|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	19	2.20e-03	Picorna-Calici_RdRp	6.08e-66	79.7	369 / 373	1	NC_015941.1|Bat picornavirus 2, complete genome	taxid:1074864|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	12	3.10e-03	Partiti-Picobirna_RdRp	7.34e-11	55.6	81 / 316	1	NC_040387.1|Pythium nunn virus 1 UZ415 genomic RNA, segment 1, complete sequence	taxid:2083275|Gammapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	487	4.20e-03	NidoAstro_RdRp	6.69e-29	62.3	159 / 438	1	NC_032436.1|Shahe picorna-like virus 8 strain SHWC12398 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923451|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2	4.30e-03	Luteo-Sobemo_RdRp	1.86e-08	69.6	69 / 152	1	NC_033304.1|Hubei diptera virus 14 strain QTM46268 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922875|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	4	4.60e-03	Picorna-Calici_RdRp	1.56e-11	56.8	132 / 204	1	NC_040675.1|Nesidiocoris tenuis iflavirus 1 strain SD, complete genome	taxid:2099521|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	4.90e-03	Negative_Bunya-Arena_RdRp	4.63e-04	61.5	78 / 151	1	NC_078471.1|Fitzroy Crossing tenui-like virus 1 isolate FCTeLV1/pool-6 RNA-dependent RNA polymerase (QK709_gp1) gene, complete cds	taxid:2755159|Horwuvirus fitzroyense|Horwuvirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	57	7.80e-03	Picorna-Calici_RdRp	1.56e-56	63.3	270 / 457	1	NC_009530.1|Brevicoryne brassicae picorna-like virus, complete genome	taxid:436447|Iflavirus brebrassicae|Iflavirus|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	56	9.90e-03	Negative_Mono-Chu_RdRp	1.78e-10	37.7	183 / 222	1	NC_076915.1|Jimsystermes virus isolate 3v4v_4 hypothetical protein 3 (QKS95_gp1), hypothetical protein 2 (QKS95_gp2), hypothetical protein 1 (QKS95_gp3), and putative replicase (QKS95_gp4) genes, complete cds	taxid:2796600|Copasivirus manlyvaleense|Copasivirus|Lispiviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	5	1.30e-02	Picorna-Calici_RdRp	6.60e-10	46.5	129 / 227	1	NC_032112.1|Bivalve RNA virus G1, partial genome	taxid:1926967|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	37	2.20e-02	Picorna-Calici_RdRp	9.77e-38	98.4	183 / 236	2	NC_043071.1|Bat picornavirus isolate BtMr-PicoV/JX2010 polyprotein gene, partial cds	taxid:1281456|Shanbavirus A|Shanbavirus|Paavivirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	2.50e-02	Tombus-Noda_RdRp	3.19e-08	61.1	108 / 151	1	NC_043206.1|Tobacco mottle virus RNA-dependent RNA polymerase gene, partial cds; and long-distance movement protein and cell-to-cell movement protein genes, complete cds	taxid:136138|Umbravirus maculae|Umbravirus|Calvusvirinae|Tombusviridae|Tolivirales|Tolucaviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	51	2.90e-02	Picorna-Calici_RdRp	3.88e-19	52.5	120 / 373	1	NC_036389.1|Chequa iflavirus isolate A14-49.4, complete genome	taxid:2054920|Iflaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	20	2.90e-02	Hepe-Virga_RdRp	8.70e-10	49.0	147 / 225	2	NC_040647.1|Culex Bastrovirus-like virus strain CAVL/Fresno, complete genome	taxid:2304505|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	33	4.40e-02	Partiti-Picobirna_RdRp	3.22e-08	48.7	117 / 236	2	NC_010349.1|Botryotinia fuckeliana partitivirus 1, complete segment 1, genomic RNA	taxid:425010|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	4	4.90e-02	Poty_RdRp	4.55e-12	62.9	105 / 324	1	NC_032614.1|Beihai picorna-like virus 74 strain BHHK130969 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922621|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	31	5.30e-02	Hepe-Virga_RdRp	9.29e-17	54.0	189 / 237	1	NC_032426.1|Bastrovirus-like_virus/VietNam/Bat/17819_21 non-structural polyprotein and structural polyprotein genes, complete cds	taxid:1906170|Astroviridae|Stellavirales|Stelpaviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	6.50e-02	Endorna_RdRp	2.56e-04	51.6	93 / 151	1	NC_016648.1|Persea americana endornavirus, complete genome	taxid:1131702|Alphaendornavirus|Endornaviridae|Martellivirales|Alsuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2	8.50e-02	NidoAstro_RdRp	8.50e-02	40.0	75 / 206	1	NC_033758.1|Beihai shrimp virus 3 strain BHBJDX18821 hypothetical protein genes, complete cds	taxid:1922669|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	25	1.80e-01	NidoAstro_RdRp	1.62e-11	62.2	111 / 208	1	NC_032908.1|Wenzhou picorna-like virus 29 strain BHBei77092 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923614|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	5	2.90e-01	Partiti-Picobirna_RdRp	8.10e-04	36.4	99 / 277	1	NC_038846.1|Beet cryptic virus 2 segment dsRNA1, complete sequence	taxid:912029|Deltapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	3.10e-01	NidoAstro_RdRp	1.53e-08	55.3	114 / 151	1	NC_032551.1|Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922624|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	3	3.40e-01	Poty_RdRp	4.15e-08	78.6	84 / 156	1	NC_032975.1|Wenzhou picorna-like virus 28 strain WZRBX42853 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923613|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	7	3.70e-01	Picorna-Calici_RdRp	1.44e-38	82.7	225 / 277	1	NC_001834.1|Drosophila C virus strain EB, complete genome	taxid:64279|Cripavirus drosophilae|Cripavirus|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	7.00e-01	Picorna-Calici_RdRp	3.00e-03	39.5	114 / 151	1	NC_078593.1|Caraway yellows virus isolate JKI 27894 segment RNA1, complete sequence	taxid:2530363|Nepovirus cari|Nepovirus|Comovirinae|Secoviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	35	1.00e+00	Negative_Mono-Chu_RdRp	7.91e-08	39.6	159 / 197	1	NC_076876.1|Strepsipteran arli-related virus OKIAV104 genomic sequence	taxid:2746355|Stylovirus niederense|Stylovirus|Lispiviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	19	1.30e+00	Picorna-Calici_RdRp	2.15e-07	39.6	159 / 201	1	NC_032113.1|Bivalve RNA virus G2, partial genome	taxid:1926996|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	1.50e+00	Poty_RdRp	3.32e-09	85.7	84 / 151	1	NC_003924.1|Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds	taxid:12136|Cripavirus grylli|Cripavirus|Dicistroviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	25	1.70e+00	Picorna-Calici_RdRp	2.06e-04	38.5	117 / 187	1	NC_032578.1|Beihai picorna-like virus 69 strain HOU158647 hypothetical protein gene, complete cds	taxid:1922615|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2	1.90e+00	Picorna-Calici_RdRp	5.61e-06	48.7	117 / 164	1	NC_030235.1|Antarctic picorna-like virus 4 nonstructural protein and structural protein genes, complete cds	taxid:1648484|environmental samples|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	2	2.20e+00	Negative_Bunya-Arena_RdRp	1.79e-08	47.1	153 / 184	1	NC_078123.1|Bujaru virus strain BeAn47693 segment L, complete sequence	taxid:904679|Phlebovirus bujaruense|Phlebovirus|Phenuiviridae|Bunyavirales|Ellioviricetes|Polyploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	2.80e+00	Partiti-Picobirna_RdRp	1.10e-01	57.9	57 / 151	1	NC_040483.1|Melon partitivirus isolate MCV1 putative RNA-dependent RNA polymerase (RdRp) gene, complete cds	taxid:2305257|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	3.80e+00	Tombus-Noda_RdRp	2.95e-15	67.3	147 / 151	1	NC_033482.1|Wuhan house centipede virus 6 strain WHWG55397 RNA-dependent RNA polymerase gene, complete cds	taxid:1923710|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	4.40e+00	Partiti-Picobirna_RdRp	6.02e-04	50.0	90 / 151	1	NC_033209.1|Sanxia picorna-like virus 4 strain SXXX37816 hypothetical protein gene, complete cds	taxid:1923373|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	4.80e+00	Poty_RdRp	8.96e-05	69.6	69 / 151	1	NC_032774.1|Hubei diptera virus 1 strain SCM51289 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1922870|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	14	5.20e+00	Partiti-Picobirna_RdRp	1.80e-02	42.1	114 / 193	1	NC_043394.1|putative RNA-dependent RNA polymerase {double-stranded RNA2} [beet cryptic virus 3 BCV3, Genomic RNA, 1607 nt]	taxid:29257|Deltapartitivirus|Partitiviridae|Durnavirales|Duplopiviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	6.20e+00	Negative_Mono-Chu_RdRp	3.80e-09	57.5	120 / 151	1	NC_076460.1|Plasmopara viticola lesion associated mononegaambi virus 9 isolate DMG-B_Contig8 RNA dependent RNA polymerase (QKO33_gp1) gene, complete cds	taxid:2692021|Penicillimonavirus etaplasmoparae|Penicillimonavirus|Mymonaviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	7.70e+00	Nido_NiRAN	1.80e-01	57.9	57 / 151	1	NC_028231.1|Datura yellow vein virus, complete genome	taxid:195059|Betanucleorhabdovirus daturae|Betanucleorhabdovirus|Betarhabdovirinae|Rhabdoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12001320	SRS6829728	SRP267007	Chiroptera	9397	1	9.80e+00	Partiti-Picobirna_RdRp	1.10e-01	60.9	69 / 151	1	NC_032462.1|Wenzhou toti-like virus 1 strain WZRBX43319 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	taxid:1923680|Riboviria	2024-07-10
SRR12032699	SRS6856672	SRP267623	Sus scrofa	9823	9	1.60e-05	Negative_Mono-Chu_RdRp	1.06e-48	74.0	288 / 305	4	NC_034546.1|Sweetwater Branch virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds	taxid:1272958|Tibrovirus sweetwater|Tibrovirus|Alpharhabdovirinae|Rhabdoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12032699	SRS6856672	SRP267623	Sus scrofa	9823	1	1.00e-01	Negative_Mono-Chu_RdRp	1.59e-18	73.9	138 / 141	1	NC_031236.1|Wuhan Insect virus 7 strain WHYC02 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	taxid:1608112|Rhabdoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
SRR12032699	SRS6856672	SRP267623	Sus scrofa	9823	1	3.20e-01	Negative_Bunya-Arena_RdRp	4.60e-02	60.0	60 / 141	1	NC_076015.1|Wenling jack mackerels picornavirus strain LXMC375591 polyprotein (QKJ81_gp1) gene, complete cds	taxid:2870402|Fipivirus D|Fipivirus|Heptrevirinae|Picornaviridae|Picornavirales|Pisoniviricetes|Pisuviricota|Orthornavirae|Riboviria	2024-07-10
SRR12430148	SRS7182233	SRP277057	Heteromys desmarestianus	323367	2	1.80e-09	Flavi_RdRp	5.22e-17	56.0	150 / 151	2	NC_038429.1|Hepacivirus J isolate Hepacivirus/RMU10-3382/GER/2010 polyprotein gene, complete cds	taxid:3052229|Hepacivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-10
SRR12430148	SRS7182233	SRP277057	Heteromys desmarestianus	323367	3	3.50e-09	Flavi_RdRp	1.64e-41	75.6	258 / 259	1	NC_038434.1|Pegivirus F isolate PDB-1698 polyprotein gene, complete cds	taxid:3052605|Pegivirus|Flaviviridae|Amarillovirales|Flasuviricetes|Kitrinoviricota|Orthornavirae|Riboviria	2024-07-10
SRR12430148	SRS7182233	SRP277057	Heteromys desmarestianus	323367	32	6.30e-05	Negative_Mono-Chu_RdRp	4.80e-85	86.9	411 / 417	1	NC_055168.1|Pohorje myodes paramyxovirus 1 isolate TT02/05, complete genome	taxid:2116604|Jeilongvirus myodesis|Jeilongvirus|Orthoparamyxovirinae|Paramyxoviridae|Mononegavirales|Monjiviricetes|Haploviricotina|Negarnaviricota|Orthornavirae|Riboviria	2024-07-10
