run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
2089_14_S19_L004_R1_001	1	5.00e+00	Herpes_UL5	3.62e-06	100.0	48 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
21033_10_S26_L005_R1_001	4	9.10e-03	Herpes_TER1	2.44e-05	100.0	48 / 51	4	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
21660_12_S22_L004_R1_001	1	9.00e+00	Herpes_UL19Cterm	1.79e-05	100.0	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
24017_09_S29_L005_R1_001	3	2.40e-01	Herpes_UL5	8.68e-05	100.0	48 / 51	3	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
24017_09_S29_L005_R1_001	2	6.80e-01	Herpes_UL19Cterm	3.77e-05	100.0	48 / 51	2	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
24017_09_S29_L005_R1_001	1	3.70e+00	Herpes_TER1	1.40e-06	100.0	51 / 51	1	MZ327301.1|UNVERIFIED: Mutant Human betaherpesvirus 5 genomic sequence	taxid:83334|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
26023_12_S26_L005_R1_001	1	2.80e-02	Herpes_UL5	6.32e-05	100.0	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
26137_12_S34_L006_R1_001	1	7.20e+00	NCLDV_ssuRiboReduc	8.00e-03	93.8	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-05
26665_12_S32_L006_R1_001	1	1.30e-01	Herpes_UL19Cterm	2.44e-05	100.0	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
26975_10-11_S38_L007_R1_001	2	1.50e-01	Herpes_UL5	1.89e-04	100.0	48 / 51	2	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
26975_10-11_S38_L007_R1_001	1	1.60e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-05
26975_10-11_S38_L007_R1_001	1	2.10e-01	NCLDV_ssuRiboReduc	3.00e-03	100.0	48 / 51	1	NC_028110.1|Yellowstone lake phycodnavirus 2 DNA, complete genome, isolate: 2	taxid:1586714|Prasinovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-05
27870_10_S28_L005_R1_001	6	1.60e-01	Herpes_UL5	4.98e-06	100.0	51 / 51	6	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
27870_10_S28_L005_R1_001	1	2.80e-01	Herpes_UL5	3.90e-04	100.0	51 / 51	1	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
28290_11_S18_L003_R1_001	1	3.60e-01	NCLDV_ssuRiboReduc	2.00e-03	88.2	51 / 51	1	NC_013668.3|Anguillid herpesvirus 1, complete genome	taxid:150286|Cyvirus anguillidallo1|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
29051_09_S39_L007_R1_001	1	5.70e+00	NCLDV_ssuRiboReduc	2.50e-01	88.2	51 / 51	1	NC_019491.1|Cyprinid herpesvirus 1 strain NG-J1, complete genome	taxid:317858|Cyvirus cyprinidallo1|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
29051_09_S39_L007_R1_001	1	6.40e+00	Herpes_UL19Nterm	4.25e-04	100.0	48 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
3442_13_S21_L004_R1_001	1	7.10e-03	Herpes_POLcore	4.25e-04	100.0	51 / 51	1	NC_002794.1|Tupaiid herpesvirus 1, complete genome	taxid:10397|Quwivirus tupaiidbeta1|Quwivirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
5348_13_S33_L006_R1_001	1	6.50e+00	Herpes_UL6	2.44e-05	100.0	48 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
6669_12_S23_L004_R1_001	1	5.90e-03	Herpes_TER1	6.32e-05	100.0	51 / 51	1	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
6669_12_S23_L004_R1_001	1	4.80e+00	Herpes_UL19Cterm	5.84e-04	100.0	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
7121_11_S28_L005_R1_001	1	2.80e-01	Herpes_UL19Cterm	3.19e-05	100.0	51 / 51	1	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
7257_11_S32_L006_R1_001	2	7.20e-01	Herpes_UL19Cterm	5.87e-05	100.0	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
759_12_S31_L006_R1_001	1	2.70e+00	Herpes_POLcore	5.84e-04	100.0	48 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
759_12_S31_L006_R1_001	1	5.40e+00	Herpes_TER1	6.32e-05	100.0	48 / 51	1	NC_003521.1|Panine herpesvirus 2 strain Heberling, complete genome	taxid:188763|Cytomegalovirus paninebeta2|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
9919_10_S36_L006_R1_001	1	2.50e-02	Herpes_POLcore	4.60e-05	94.1	51 / 51	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
9988_11_S33_L006_R1_001	2	7.50e+00	Herpes_UL5	1.29e-05	100.0	54 / 57	1	NC_006273.2|Human herpesvirus 5 strain Merlin, complete genome	taxid:10359|Cytomegalovirus humanbeta5|Cytomegalovirus|Betaherpesvirinae|Orthoherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-05
